cust_id,client,contact,when,value
328664,Hugo Sato,hugo.sato@example.com,"May 1, 2026","2201,47"
443068,Ingrid Rossi,ingrid.rossi@example.com,"Oct 4, 2026","1942,83"
744873,"Iyer, Maya",,14.03.2026,"4589,22"
284024,Anna Haddad,anna.haddad@example.com,03.02.2026,"3821,37"
469899,Kenji Rossi,kenji.rossi@example.com,"Nov 10, 2026","9073,00"
833840,Omar Berg,omar.berg@example.com,"Jun 27, 2026","2720,84"
386579,Sofia Berg,sofia.berg@example.com,"Jul 14, 2026","7456,32"
289882,Jonas Johansson,,15.08.2026,"2536,76"
191258,Elias Rossi,elias.rossi@example.com,"Apr 2, 2026","5055,48"
340360,Ravi Stone,ravi.stone@example.com,10.07.2026,"8755,84"
0458878,Rosa Chen,rosa.chen@example.com,14.11.2026,"2880,31"
426411,Zara Stone,,18.02.2026,"4275,57"
299627,Leila Chen,leila.chen@example.com,26.07.2026,"2691,34"
545051,"Costa, Kenji",kenji.costa@example.com,"Jun 13, 2026","8762,88"
285757,Maya Silva,maya.silva@example.com,21.01.2026,"8907,01"
48708,Rosa Costa,rosa.costa@example.com,"Aug 28, 2026","5540,40"
852842,Clara Moreau,clara.moreau@example.com,10.04.2026,"157,88"
49944,Jonas Petrov,jonas.petrov@example.com,08.12.2026,"8672,81"
759982,Leila Diallo,leila.diallo@example.com,"Jan 19, 2026","4037,32"
768784,Leila Nair,leila.nair@example.com,17.04.2026,"8074,32"
703537,"Weber, Mei",mei.weber@example.com,"Dec 11, 2026","2748,85"
699809,"Berg, Elias",elias.berg@example.com,08.08.2026,"7577,14"
590310,Jonas Silva,jonas.silva@example.com,"Mar 2, 2026","4847,55"
245846,Hugo Okafor,hugo.okafor@example.com,03.06.2026,"6569,75"
707533,Zara Haddad,zara.haddad@example.com,03.07.2026,"8065,08"
753404,Felix Petrov,felix.petrov@example.com,05.07.2026,"6196,16"
254300,Felix Sato,felix.sato@example.com,"Feb 22, 2026","2240,62"
455809,Anna Sato,anna.sato@example.com,10.05.2026,"6932,86"
689538,"Costa, Ravi",ravi.costa@example.com,10.04.2026,"4860,17"
166511,Amara Lindqvist,amara.lindqvist@example.com,"Dec 13, 2026","4048,78"
592379,Nadia Chen,nadia.chen@example.com,14.01.2026,"3336,24"
131747,"Johansson, Omar",omar.johansson@example.com,"Feb 21, 2026","2773,40"
361219,Leila McAllister,leila.mcallister@example.com,09.05.2026,"316,46"
493792,Clara Khan,clara.khan@example.com,"Feb 20, 2026","858,22"
0275353,Clara Berg,clara.berg@example.com,"Jun 18, 2026","8692,38"
801298,"Khan, Leila",leila.khan@example.com,"Sep 9, 2026","1279,74"
692008,"Lindqvist, Jonas",jonas.lindqvist@example.com,"Oct 24, 2026","5323,22"
350022,Anna Weber,anna.weber@example.com,"Feb 24, 2026","8351,28"
287587,Tomas Petrov,tomas.petrov@example.com,"Aug 3, 2026","2394,97"
378388,Omar Stone,omar.stone@example.com,"Sep 5, 2026","5153,04"
776210,Ravi Torres,ravi.torres@example.com,20.12.2026,"4031,46"
126672,Maya Diallo,maya.diallo@example.com,"Mar 7, 2026","875,40"
18915,Yuki Haddad,yuki.haddad@example.com,05.11.2026,"1611,48"
0049628,"Weber, Rosa",rosa.weber@example.com,"Apr 20, 2026","5936,19"
0785157,Rosa Lindqvist,rosa.lindqvist@example.com,28.11.2026,"7146,31"
0358564,Priya Berg,priya.berg@example.com,"Oct 25, 2026","2663,65"
764132,Hugo Nair,hugo.nair@example.com,"Mar 23, 2026","7310,14"
882249,Jonas McAllister,jonas.mcallister@example.com,05.03.2026,"4654,67"
460964,Jonas Fontaine,jonas.fontaine@example.com,"Mar 10, 2026","3778,54"
565255,"Okafor, Leila",leila.okafor@example.com,"Dec 23, 2026","1264,24"
