cust_id,client,contact,when,value
712838,Clara Alvarez,clara.alvarez@example.com,28.08.2026,"8607,18"
202342,Kenji Diallo,kenji.diallo@example.com,"Oct 25, 2026","2906,39"
556857,Anna Sato,anna.sato@example.com,13.07.2026,"6383,44"
104478,Sofia Rossi,sofia.rossi@example.com,02.07.2026,"6655,79"
500450,Omar Moreau,omar.moreau@example.com,25.12.2026,"3877,23"
0711602,"Silva, Zara",zara.silva@example.com,23.01.2026,"4167,59"
0454542,Zara Sato,,25.06.2026,"2055,60"
0705621,Yuki Nair,yuki.nair@example.com,"Jan 27, 2026","3918,07"
273810,Kenji Sato,kenji.sato@example.com,"Nov 8, 2026","5883,87"
0758251,Mei Lindqvist,mei.lindqvist@example.com,20.01.2026,"2935,48"
717845,Yuki Nair,yuki.nair@example.com,05.06.2026,"8709,34"
0674353,Zara Diallo,zara.diallo@example.com,23.05.2026,"1139,06"
689404,Ravi Torres,ravi.torres@example.com,11.05.2026,"8080,02"
838951,Rosa Berg,rosa.berg@example.com,18.12.2026,"1664,62"
732796,Diego Petrov,diego.petrov@example.com,"Oct 8, 2026","3783,49"
159669,Pavel McAllister,pavel.mcallister@example.com,27.08.2026,"3512,79"
670338,Omar Petrov,omar.petrov@example.com,28.10.2026,"3612,89"
577014,Maya Khan,maya.khan@example.com,"Oct 10, 2026","9919,05"
126204,Ingrid Novak,ingrid.novak@example.com,"Nov 15, 2026","6039,22"
10212,Rosa Iyer,rosa.iyer@example.com,"Apr 17, 2026","7487,94"
196332,Sofia Sato,sofia.sato@example.com,06.04.2026,"1327,83"
583768,Rosa Johansson,rosa.johansson@example.com,"Sep 19, 2026","8130,14"
584131,Clara Petrov,clara.petrov@example.com,04.06.2026,"8624,97"
506784,"Stone, Clara",clara.stone@example.com,"Jan 16, 2026","3090,27"
745028,Mei Rossi,mei.rossi@example.com,"Sep 8, 2026","2249,04"
796879,Pavel Weber,pavel.weber@example.com,"Jun 6, 2026","4359,41"
19713,Leila Weber,leila.weber@example.com,04.10.2026,"8740,87"
0020618,Ingrid Silva,ingrid.silva@example.com,"Jan 23, 2026","5287,84"
0010710,Amara Petrov,,"May 2, 2026","9010,76"
0305823,"Khan, Yuki",yuki.khan@example.com,24.03.2026,"2037,31"
0318062,Diego Silva,diego.silva@example.com,22.05.2026,"9724,03"
241259,Tomas Novak,tomas.novak@example.com,"Sep 1, 2026","6169,77"
715937,Tomas Costa,tomas.costa@example.com,24.07.2026,"8273,05"
445853,Clara Diallo,clara.diallo@example.com,"Nov 10, 2026","7875,52"
0858245,Felix Silva,felix.silva@example.com,"Mar 18, 2026","1796,73"
781232,Priya Chen,priya.chen@example.com,25.01.2026,"8637,87"
289026,Maya Weber,maya.weber@example.com,27.06.2026,"6895,00"
0476060,"Tanaka, Anna",anna.tanaka@example.com,"Feb 18, 2026","2581,45"
358255,Yuki Khan,yuki.khan@example.com,24.07.2026,"8232,92"
690291,Hugo Rossi,hugo.rossi@example.com,10.08.2026,"8248,51"
447613,Clara Petrov,clara.petrov@example.com,"May 28, 2026","9693,04"
712979,Yuki Lindqvist,yuki.lindqvist@example.com,24.11.2026,"4315,42"
71756,Yuki Khan,yuki.khan@example.com,"Jun 2, 2026","3362,82"
815835,Elias Moreau,elias.moreau@example.com,16.02.2026,"3072,10"
301697,Yuki Lindqvist,yuki.lindqvist@example.com,"Aug 22, 2026","4507,56"
363673,Yuki Okafor,yuki.okafor@example.com,"Jun 13, 2026","8303,25"
0899265,Omar Khan,omar.khan@example.com,08.12.2026,"4308,95"
694825,Tomas Sato,tomas.sato@example.com,"Jan 12, 2026","529,59"
838940,"Haddad, Zara",zara.haddad@example.com,"Feb 22, 2026","302,51"
365233,Felix Weber,felix.weber@example.com,22.10.2026,"8551,67"
491658,Mei Diallo,mei.diallo@example.com,"Oct 10, 2026","9687,34"
452107,Felix Iyer,felix.iyer@example.com,"Feb 25, 2026","2743,11"
0788485,"Rossi, Zara",zara.rossi@example.com,19.12.2026,"2921,90"
325128,"Rossi, Maya",maya.rossi@example.com,07.02.2026,"5384,20"
0590724,"Nair, Maya",maya.nair@example.com,"Aug 4, 2026","5907,24"
294210,Kenji Silva,kenji.silva@example.com,"Dec 27, 2026","8747,42"
897581,Priya Petrov,priya.petrov@example.com,20.09.2026,"5110,63"
874634,Kenji Silva,kenji.silva@example.com,12.05.2026,"7871,99"
393422,Tomas Moreau,tomas.moreau@example.com,"Oct 24, 2026","953,03"
843243,Mei Sato,mei.sato@example.com,19.12.2026,"4718,21"
880298,"Sato, Priya",priya.sato@example.com,"Dec 22, 2026","1191,21"
