id,customer_name,email,date,amount
0592699,Leila Moreau,leila.moreau@example.com,08/14/2026,1578.14
475190,Elias Tanaka,elias.tanaka@example.com,03/23/2026,2790.46
72123,Nadia Rossi,nadia.rossi@example.com,08/28/2026,4983.56
0239652,Sofia Sato,sofia.sato@example.com,02/11/2026,6655.79
190181,Rosa Berg,rosa.berg@example.com,03/18/2026,1205.63
675466,Clara Haddad,clara.haddad@example.com,12/09/2026,2262.61
511667,Omar Costa,omar.costa@example.com,12/14/2026,7460.93
495856,Mei Novak,mei.novak@example.com,07/08/2026,4675.19
419542,Amara Fontaine,amara.fontaine@example.com,05/21/2026,9743.86
266678,Clara Petrov,clara.petrov@example.com,01/22/2026,2284.77
472075,"Okafor, Amara",amara.okafor@example.com,09/19/2026,4206.06
0668470,Leila Sato,leila.sato@example.com,07/24/2026,2351.49
388360,Tomas Alvarez,tomas.alvarez@example.com,07/16/2026,2635.11
409329,Ravi Okafor,ravi.okafor@example.com,10/22/2026,4277.08
0416306,Anna McAllister,anna.mcallister@example.com,10/27/2026,2897.5
764408,Priya Weber,priya.weber@example.com,10/04/2026,990.53
782509,"Silva, Diego",diego.silva@example.com,09/18/2026,8969.58
640945,Jonas Diallo,jonas.diallo@example.com,04/23/2026,5069.11
723687,Ravi Iyer,ravi.iyer@example.com,04/14/2026,6400.5
154669,Ingrid Silva,ingrid.silva@example.com,04/20/2026,8142.19
574262,Tomas Okafor,tomas.okafor@example.com,04/13/2026,3148.36
0287949,Felix Okafor,felix.okafor@example.com,12/03/2026,4572.92
825388,Jonas Diallo,jonas.diallo@example.com,03/16/2026,2535.69
0815537,Hugo Haddad,hugo.haddad@example.com,06/07/2026,2715.53
870194,Elias Diallo,elias.diallo@example.com,04/14/2026,1320.59
353733,Amara Nair,amara.nair@example.com,11/25/2026,1425.75
537614,Felix Costa,felix.costa@example.com,04/27/2026,6966.27
400807,Felix Okafor,felix.okafor@example.com,07/24/2026,689.55
358548,Kenji Rossi,kenji.rossi@example.com,07/21/2026,8854.37
107309,Leila Weber,leila.weber@example.com,06/01/2026,3256.27
178478,Sofia Nair,sofia.nair@example.com,04/02/2026,8990.91
693789,Amara Johansson,,12/26/2026,5560.15
849101,Zara Rossi,zara.rossi@example.com,07/13/2026,7286.33
615693,Ingrid Tanaka,ingrid.tanaka@example.com,09/09/2026,9330.38
33435,Clara Rossi,clara.rossi@example.com,02/27/2026,5618.11
75949,Diego Sato,diego.sato@example.com,12/04/2026,9491.78
438395,Rosa McAllister,rosa.mcallister@example.com,06/11/2026,1888.25
280587,Pavel McAllister,pavel.mcallister@example.com,06/19/2026,8711.44
0883849,Nadia Nair,nadia.nair@example.com,04/16/2026,1560.79
0727161,Marco Silva,marco.silva@example.com,01/13/2026,4076.97
233160,Tomas Sato,tomas.sato@example.com,09/24/2026,843
769570,Maya Torres,maya.torres@example.com,07/01/2026,7167.06
0456654,Ingrid Diallo,ingrid.diallo@example.com,02/16/2026,2778.35
0235318,"Okafor, Amara",amara.okafor@example.com,09/07/2026,242.93
738108,Ravi Chen,ravi.chen@example.com,09/19/2026,4354.67
611066,"McAllister, Jonas",jonas.mcallister@example.com,06/07/2026,9339.65
174941,Nadia Chen,nadia.chen@example.com,08/21/2026,5764.21
374879,"Silva, Sofia",,02/16/2026,2511.68
90479,Elias Diallo,elias.diallo@example.com,06/12/2026,3331.6
0739999,Leila Okafor,leila.okafor@example.com,10/01/2026,8439.08
415445,Maya Johansson,maya.johansson@example.com,08/18/2026,8995.17
13224,Omar Iyer,omar.iyer@example.com,04/24/2026,7965.21
144863,Diego Johansson,diego.johansson@example.com,05/26/2026,7186.31
791350,Priya Rossi,priya.rossi@example.com,10/18/2026,7999.99
550106,"Iyer, Tomas",tomas.iyer@example.com,07/17/2026,4538.6
115085,Mei Fontaine,mei.fontaine@example.com,03/26/2026,7795.3
0276917,Zara Moreau,zara.moreau@example.com,11/26/2026,4641.74
94374,Mei Haddad,mei.haddad@example.com,11/26/2026,8013.71
566644,Anna Berg,anna.berg@example.com,08/26/2026,9002.23
41265,Nadia Chen,nadia.chen@example.com,12/20/2026,4055.31
124270,Amara Alvarez,amara.alvarez@example.com,10/01/2026,619.41
717080,Rosa Khan,rosa.khan@example.com,05/16/2026,2785.21
515139,Elias Fontaine,elias.fontaine@example.com,12/14/2026,4978.08
0050433,Yuki Lindqvist,yuki.lindqvist@example.com,03/05/2026,8460.62
137997,Tomas Rossi,tomas.rossi@example.com,11/22/2026,5674.89
499367,"Rossi, Kenji",kenji.rossi@example.com,11/25/2026,4073.93
309104,Mei Okafor,mei.okafor@example.com,11/06/2026,3043.87
329597,Elias Sato,elias.sato@example.com,02/02/2026,7973.3
462533,Clara Chen,clara.chen@example.com,02/19/2026,9590.62
538541,Anna Tanaka,,04/27/2026,7502.63
