ID,Name,Email,Date,Total
121596,Hugo Costa,hugo.costa@example.com,2026-03-24,"$3,771.75"
493507,"Moreau, Yuki",yuki.moreau@example.com,2026-05-14,"$1,116.77"
812372,Elias Costa,elias.costa@example.com,2026-03-10,"$2,310.82"
424944,Rosa Chen,rosa.chen@example.com,2026-04-12,"$4,972.15"
484605,"Khan, Priya",priya.khan@example.com,2026-11-05,$632.42
278448,Leila McAllister,leila.mcallister@example.com,2026-04-20,"$8,394.90"
724711,Pavel Alvarez,pavel.alvarez@example.com,2026-01-06,"(5,419.17)"
873463,"Haddad, Marco",marco.haddad@example.com,2026-05-27,$58.65
716601,Diego McAllister,diego.mcallister@example.com,2026-02-15,"$8,392.30"
778407,Yuki Weber,yuki.weber@example.com,2026-03-07,"(9,450.62)"
0257409,Yuki Sato,yuki.sato@example.com,2026-08-24,"$4,202.37"
12298,Yuki Rossi,yuki.rossi@example.com,2026-12-16,"$9,468.30"
632993,Yuki Torres,yuki.torres@example.com,2026-05-28,"$6,042.26"
290165,Hugo Nair,hugo.nair@example.com,2026-01-24,(230.65)
398199,Pavel Khan,pavel.khan@example.com,2026-05-15,"(3,788.34)"
30937,"Weber, Pavel",pavel.weber@example.com,2026-11-19,"(8,955.23)"
238429,Priya Khan,priya.khan@example.com,2026-04-28,"$4,350.69"
321709,Omar Nair,omar.nair@example.com,2026-01-15,"$2,414.62"
0749419,Omar Weber,omar.weber@example.com,2026-06-07,"$4,714.42"
0329312,Clara Haddad,clara.haddad@example.com,2026-11-20,"$6,168.71"
438991,Ingrid Tanaka,ingrid.tanaka@example.com,2026-02-20,"$4,424.77"
0765672,Tomas Tanaka,,2026-01-25,"$4,374.04"
511413,Kenji Sato,kenji.sato@example.com,2026-01-16,"$9,761.73"
388450,Nadia Weber,nadia.weber@example.com,2026-05-18,"$7,561.45"
509255,Maya McAllister,maya.mcallister@example.com,2026-08-23,"$6,065.07"
401746,Hugo Okafor,hugo.okafor@example.com,2026-09-07,"$7,606.23"
459547,"Tanaka, Leila",leila.tanaka@example.com,2026-06-10,"$2,015.84"
0084508,Sofia Torres,,2026-05-05,"$7,336.11"
734743,Hugo Moreau,hugo.moreau@example.com,2026-01-12,"$1,739.15"
702710,Anna Moreau,anna.moreau@example.com,2026-04-18,"$7,662.54"
0765351,Tomas Chen,tomas.chen@example.com,2026-08-12,"$7,041.68"
50589,Jonas Diallo,jonas.diallo@example.com,2026-08-26,"$8,958.90"
888030,Kenji Silva,kenji.silva@example.com,2026-11-26,"$1,879.03"
769002,Kenji Haddad,kenji.haddad@example.com,2026-02-03,$854.95
459403,Mei Berg,mei.berg@example.com,2026-02-02,"$4,835.67"
309623,Felix Novak,,2026-12-08,"$4,974.61"
752459,Diego Alvarez,diego.alvarez@example.com,2026-04-10,"$2,445.47"
611911,Diego Novak,diego.novak@example.com,2026-06-08,"$5,531.03"
488759,Rosa Costa,rosa.costa@example.com,2026-09-21,"$8,223.32"
507927,Yuki Torres,yuki.torres@example.com,2026-02-04,"(7,849.55)"
0182526,"Petrov, Priya",,2026-06-20,"$1,689.77"
0626898,Amara Stone,amara.stone@example.com,2026-09-14,"$9,423.44"
838219,Sofia Weber,sofia.weber@example.com,2026-09-21,$317.58
0504841,"Alvarez, Leila",leila.alvarez@example.com,2026-10-14,"$1,807.83"
273905,Marco Diallo,marco.diallo@example.com,2026-10-07,"$2,501.18"
778806,Amara Tanaka,amara.tanaka@example.com,2026-05-25,"$3,738.93"
110995,Tomas Johansson,tomas.johansson@example.com,2026-02-09,"$6,056.91"
311545,Ingrid Berg,ingrid.berg@example.com,2026-07-19,"(9,487.79)"
796209,Felix Alvarez,felix.alvarez@example.com,2026-10-14,"$9,392.95"
285552,"McAllister, Jonas",jonas.mcallister@example.com,2026-05-28,"$7,260.85"
42496,Nadia Berg,nadia.berg@example.com,2026-03-13,"$1,472.61"
418996,Hugo Stone,hugo.stone@example.com,2026-02-18,"$2,779.10"
253290,"Khan, Tomas",tomas.khan@example.com,2026-10-21,$801.28
592843,Kenji Silva,kenji.silva@example.com,2026-03-24,"$1,677.74"
186058,Leila Petrov,leila.petrov@example.com,2026-04-07,"$5,041.64"
209738,Nadia Novak,nadia.novak@example.com,2026-08-23,"$8,991.05"
0754811,Kenji Okafor,kenji.okafor@example.com,2026-04-19,"$1,449.50"
340517,Nadia Alvarez,nadia.alvarez@example.com,2026-12-22,"$1,163.09"
0533384,Ravi Diallo,ravi.diallo@example.com,2026-10-20,"$2,046.19"
198503,Mei Novak,mei.novak@example.com,2026-04-17,"$2,987.68"
518652,Kenji Khan,kenji.khan@example.com,2026-11-28,$368.30
325914,Mei Nair,mei.nair@example.com,2026-04-15,"$8,828.35"
707586,Diego Moreau,diego.moreau@example.com,2026-09-16,"$1,371.06"
876756,Mei Diallo,mei.diallo@example.com,2026-04-20,"$5,293.73"
34532,Clara Rossi,clara.rossi@example.com,2026-11-28,"$2,314.03"
236545,Pavel Khan,pavel.khan@example.com,2026-12-01,"(1,588.43)"
424015,Amara Chen,amara.chen@example.com,2026-02-01,"$8,873.57"
432532,Omar Fontaine,omar.fontaine@example.com,2026-09-09,"$7,822.01"
796804,Hugo Nair,hugo.nair@example.com,2026-10-17,"$8,892.55"
638382,Maya Khan,maya.khan@example.com,2026-09-23,"(5,949.80)"
428790,Nadia Moreau,nadia.moreau@example.com,2026-09-19,"(8,333.64)"
0037075,Priya Khan,priya.khan@example.com,2026-08-27,"$8,450.68"
851983,Jonas Petrov,jonas.petrov@example.com,2026-09-16,"(2,449.26)"
755132,Zara Novak,zara.novak@example.com,2026-10-20,"$3,087.96"
583707,Kenji Alvarez,kenji.alvarez@example.com,2026-11-15,"$4,811.55"
0401523,Clara Haddad,clara.haddad@example.com,2026-10-18,"(5,267.34)"
221083,Felix Stone,felix.stone@example.com,2026-04-03,"$2,881.24"
376535,Clara Okafor,clara.okafor@example.com,2026-01-10,"$3,665.08"
890346,Yuki Weber,yuki.weber@example.com,2026-02-02,"$7,939.18"
556063,"Alvarez, Felix",felix.alvarez@example.com,2026-06-16,"$6,841.70"
432440,Elias Torres,elias.torres@example.com,2026-01-27,"$1,191.94"
623029,Marco Berg,marco.berg@example.com,2026-01-09,"$2,831.67"
0484014,Rosa Sato,rosa.sato@example.com,2026-02-22,"$2,896.74"
193520,Mei Berg,mei.berg@example.com,2026-10-24,"$5,238.67"
0153648,"Torres, Yuki",yuki.torres@example.com,2026-05-05,$878.84
704662,Rosa Diallo,rosa.diallo@example.com,2026-08-05,"$6,186.87"
238558,Hugo Costa,hugo.costa@example.com,2026-06-13,"$7,359.42"
678918,Marco Lindqvist,marco.lindqvist@example.com,2026-08-14,"(3,884.05)"
367455,"Torres, Zara",zara.torres@example.com,2026-08-11,"$6,322.00"
102924,Hugo Berg,hugo.berg@example.com,2026-11-01,"$2,833.12"
595355,Ingrid Stone,ingrid.stone@example.com,2026-04-12,"$3,064.15"
829149,"McAllister, Sofia",sofia.mcallister@example.com,2026-10-23,"$7,705.16"
144364,Priya Costa,priya.costa@example.com,2026-10-15,"$2,547.80"
373489,"Lindqvist, Leila",leila.lindqvist@example.com,2026-04-12,"$1,805.24"
280593,Tomas Lindqvist,tomas.lindqvist@example.com,2026-06-24,"$7,855.31"
384336,Clara Chen,clara.chen@example.com,2026-09-13,"$8,532.34"
0175005,Ingrid Nair,ingrid.nair@example.com,2026-05-14,"$2,245.57"
322034,Felix Khan,felix.khan@example.com,2026-05-25,"$6,795.98"
706007,Priya Lindqvist,priya.lindqvist@example.com,2026-06-05,"(3,943.41)"
359590,"Fontaine, Felix",felix.fontaine@example.com,2026-04-05,"$5,298.93"
601275,Leila Weber,leila.weber@example.com,2026-03-19,$549.45
719271,Amara Novak,amara.novak@example.com,2026-04-18,"$6,596.93"
761023,Maya Khan,maya.khan@example.com,2026-12-28,$876.64
710811,Maya Weber,maya.weber@example.com,2026-01-28,"$5,903.49"
226415,Ingrid Petrov,ingrid.petrov@example.com,2026-05-04,"$4,180.22"
150604,Ravi Costa,ravi.costa@example.com,2026-10-02,"$4,683.73"
667898,Omar Alvarez,omar.alvarez@example.com,2026-01-25,"$4,750.42"
0303556,Elias Moreau,elias.moreau@example.com,2026-07-26,$787.09
0633673,Jonas Torres,jonas.torres@example.com,2026-03-01,"$2,108.85"
235408,Felix Tanaka,,2026-07-08,"$5,700.83"
823567,Kenji Stone,kenji.stone@example.com,2026-11-08,"$7,384.61"
252774,Amara Fontaine,amara.fontaine@example.com,2026-05-24,"$7,206.85"
0199350,Anna Stone,anna.stone@example.com,2026-12-18,"(3,091.00)"
690345,"Diallo, Tomas",tomas.diallo@example.com,2026-05-19,"$6,248.18"
899545,Nadia Petrov,nadia.petrov@example.com,2026-03-04,"$6,974.45"
0652734,Diego Sato,diego.sato@example.com,2026-01-10,"(9,229.70)"
525568,Kenji Diallo,kenji.diallo@example.com,2026-06-08,"$6,502.20"
0110878,Zara Berg,zara.berg@example.com,2026-01-21,"$1,648.99"
612605,Nadia Tanaka,nadia.tanaka@example.com,2026-11-15,"$1,134.10"
374246,"Costa, Felix",felix.costa@example.com,2026-07-17,"$7,052.21"
84323,"Iyer, Diego",diego.iyer@example.com,2026-05-04,"$3,579.45"
0288721,Clara Weber,clara.weber@example.com,2026-08-22,"$2,571.99"
474580,"Johansson, Omar",omar.johansson@example.com,2026-09-23,"$9,299.88"
0179186,Leila Chen,leila.chen@example.com,2026-11-27,$914.66
265110,Amara Sato,amara.sato@example.com,2026-04-15,"(5,368.81)"
0709340,Priya Stone,priya.stone@example.com,2026-10-05,"$5,543.80"
0532395,"Costa, Amara",amara.costa@example.com,2026-04-25,"$3,175.51"
822550,Clara Diallo,clara.diallo@example.com,2026-12-06,"$4,542.48"
231069,Priya Iyer,priya.iyer@example.com,2026-07-06,"$6,090.66"
790529,Elias Weber,elias.weber@example.com,2026-05-04,"$4,273.32"
310559,Mei McAllister,mei.mcallister@example.com,2026-04-06,"$5,658.03"
188968,Maya Berg,maya.berg@example.com,2026-11-13,"$5,140.69"
835056,Diego Weber,diego.weber@example.com,2026-09-14,"$4,234.46"
0278864,"McAllister, Sofia",sofia.mcallister@example.com,2026-08-27,"$6,459.68"
0602995,Pavel Sato,pavel.sato@example.com,2026-02-14,"$5,729.30"
510732,Pavel Okafor,pavel.okafor@example.com,2026-09-01,"$8,209.59"
29018,Pavel Haddad,,2026-06-09,"$5,300.78"
378539,Marco Rossi,marco.rossi@example.com,2026-09-22,"$4,149.73"
492837,Tomas Khan,tomas.khan@example.com,2026-12-14,"$8,327.29"
69359,Jonas Moreau,jonas.moreau@example.com,2026-09-15,"$7,476.17"
494042,Elias Diallo,elias.diallo@example.com,2026-01-04,"$4,330.70"
406241,Hugo Fontaine,hugo.fontaine@example.com,2026-11-18,"$5,711.55"
457539,Kenji Stone,kenji.stone@example.com,2026-08-07,"(1,206.40)"
0505445,Clara Rossi,,2026-05-19,"$9,538.47"
827196,Yuki Berg,yuki.berg@example.com,2026-01-24,"$9,979.45"
655836,Amara Haddad,amara.haddad@example.com,2026-06-06,"$3,835.35"
614685,Kenji Chen,kenji.chen@example.com,2026-08-24,"$3,713.03"
169341,Sofia Petrov,sofia.petrov@example.com,2026-10-08,"(9,436.97)"
453554,"Haddad, Elias",elias.haddad@example.com,2026-02-14,"$3,276.47"
557975,Leila Johansson,leila.johansson@example.com,2026-03-02,"$2,571.52"
383815,Mei Iyer,mei.iyer@example.com,2026-01-08,(994.77)
814853,Maya Costa,maya.costa@example.com,2026-08-18,"$5,252.26"
612857,Amara Moreau,amara.moreau@example.com,2026-06-09,"$3,060.57"
576830,Mei Diallo,mei.diallo@example.com,2026-12-04,$705.79
739438,Nadia Johansson,nadia.johansson@example.com,2026-01-18,"$2,418.14"
33329,Jonas Sato,jonas.sato@example.com,2026-11-23,"$1,748.72"
759338,Anna Novak,anna.novak@example.com,2026-06-05,"$3,175.08"
604382,Maya Petrov,maya.petrov@example.com,2026-04-01,"$4,106.60"
308914,Kenji Rossi,kenji.rossi@example.com,2026-11-23,"$5,802.57"
0103961,"Petrov, Felix",felix.petrov@example.com,2026-12-13,"(3,784.36)"
831588,Marco Weber,marco.weber@example.com,2026-10-03,"$2,444.36"
568441,Elias Torres,elias.torres@example.com,2026-07-13,"(6,568.12)"
53361,Nadia Torres,nadia.torres@example.com,2026-02-07,"$3,399.68"
182716,Mei Fontaine,mei.fontaine@example.com,2026-08-24,"$7,300.68"
551696,Diego Silva,diego.silva@example.com,2026-12-01,"$1,607.84"
293659,Felix Khan,felix.khan@example.com,2026-06-28,"$6,022.21"
638780,Sofia Petrov,sofia.petrov@example.com,2026-11-20,"$4,610.34"
287060,Marco Diallo,marco.diallo@example.com,2026-04-03,"$3,739.35"
559463,Hugo Petrov,,2026-12-17,"$7,981.23"
29297,Diego Alvarez,diego.alvarez@example.com,2026-06-21,"$5,515.87"
307972,Tomas Petrov,tomas.petrov@example.com,2026-01-21,$102.84
682021,Diego Iyer,diego.iyer@example.com,2026-08-10,"$7,161.77"
367726,Anna Fontaine,anna.fontaine@example.com,2026-03-01,"$8,915.28"
533782,Rosa Okafor,rosa.okafor@example.com,2026-09-24,"$2,404.04"
253391,"McAllister, Elias",elias.mcallister@example.com,2026-11-17,"$8,807.78"
804764,Ingrid Rossi,ingrid.rossi@example.com,2026-05-17,"$4,001.79"
302552,Nadia Nair,nadia.nair@example.com,2026-07-02,"$2,902.08"
118416,Leila Chen,leila.chen@example.com,2026-02-24,"$3,425.25"
828587,"Moreau, Zara",zara.moreau@example.com,2026-10-13,"$2,867.53"
0787429,Omar Costa,omar.costa@example.com,2026-08-16,"$7,563.78"
185207,Nadia Chen,nadia.chen@example.com,2026-06-08,"$8,876.00"
0524049,Ingrid Iyer,ingrid.iyer@example.com,2026-12-01,"$6,011.07"
744242,Pavel Lindqvist,pavel.lindqvist@example.com,2026-10-10,$323.63
350285,Kenji Silva,kenji.silva@example.com,2026-03-22,"$6,251.88"
491510,"Alvarez, Anna",anna.alvarez@example.com,2026-06-02,"$6,049.59"
0303971,Nadia Johansson,nadia.johansson@example.com,2026-12-01,"$4,276.58"
747437,Sofia Rossi,sofia.rossi@example.com,2026-02-12,"$2,472.88"
91431,Omar Moreau,omar.moreau@example.com,2026-06-08,"$4,684.75"
697110,Clara Torres,clara.torres@example.com,2026-03-21,"$2,250.02"
519516,Yuki Haddad,yuki.haddad@example.com,2026-05-02,$477.35
