id,customer_name,email,date,amount
427121,"Iyer, Omar",omar.iyer@example.com,10/04/2026,5942.37
124279,"Petrov, Yuki",,10/15/2026,9853.78
523240,Rosa Tanaka,rosa.tanaka@example.com,09/24/2026,2460.45
775200,Clara Silva,clara.silva@example.com,05/09/2026,4025
461704,"Khan, Nadia",nadia.khan@example.com,10/11/2026,5580.26
640326,Nadia Berg,nadia.berg@example.com,02/03/2026,4856.25
726474,Clara Sato,clara.sato@example.com,04/04/2026,9734.03
669905,Felix Petrov,felix.petrov@example.com,07/26/2026,3098.74
243418,"Costa, Anna",anna.costa@example.com,11/04/2026,513.74
221298,Ravi Torres,ravi.torres@example.com,09/28/2026,5543.99
745561,Amara Iyer,amara.iyer@example.com,09/05/2026,1874.39
605318,Omar Novak,omar.novak@example.com,03/24/2026,9547.85
336686,Hugo McAllister,hugo.mcallister@example.com,03/10/2026,3293.92
792586,Tomas Diallo,tomas.diallo@example.com,09/19/2026,4183.32
485887,Yuki Torres,yuki.torres@example.com,09/26/2026,7451.93
472459,Elias Silva,elias.silva@example.com,09/28/2026,9836.82
571443,Ravi Weber,ravi.weber@example.com,03/19/2026,6668.73
439154,Ravi Okafor,ravi.okafor@example.com,07/20/2026,4791.37
233245,Jonas Khan,jonas.khan@example.com,12/05/2026,58.49
0462160,Mei Diallo,mei.diallo@example.com,09/09/2026,3225.58
233353,Sofia Lindqvist,sofia.lindqvist@example.com,05/25/2026,2599.67
638383,Ravi Costa,ravi.costa@example.com,03/23/2026,160.52
474921,"Rossi, Jonas",jonas.rossi@example.com,07/10/2026,7415.07
240006,Priya Okafor,,07/20/2026,2794.8
398577,Clara Silva,clara.silva@example.com,05/14/2026,2593.17
0871432,Tomas Fontaine,tomas.fontaine@example.com,03/17/2026,3588.42
550542,Yuki Moreau,yuki.moreau@example.com,04/14/2026,9886.7
78099,Leila Tanaka,leila.tanaka@example.com,09/23/2026,282.4
366202,"Diallo, Kenji",kenji.diallo@example.com,11/02/2026,3024.82
0820957,Jonas Sato,,09/05/2026,4517.18
577287,Nadia Berg,nadia.berg@example.com,05/15/2026,8076.98
560135,Amara Torres,amara.torres@example.com,12/25/2026,9052.01
272860,Ingrid McAllister,ingrid.mcallister@example.com,10/24/2026,2049.11
715985,Ravi Torres,ravi.torres@example.com,09/21/2026,1547.37
273386,Ingrid Costa,ingrid.costa@example.com,02/01/2026,1653.01
27093,Sofia Fontaine,sofia.fontaine@example.com,12/06/2026,9537.79
292642,Omar Torres,omar.torres@example.com,03/23/2026,2694.7
406924,Maya Moreau,maya.moreau@example.com,03/10/2026,1582.92
179897,"Fontaine, Nadia",nadia.fontaine@example.com,05/20/2026,4517.95
143118,Clara Rossi,clara.rossi@example.com,03/09/2026,7647.36
575504,Rosa Fontaine,rosa.fontaine@example.com,09/05/2026,4948.89
302141,"Costa, Nadia",nadia.costa@example.com,12/04/2026,6031.57
799875,"Nair, Rosa",rosa.nair@example.com,12/01/2026,3718.09
98325,"Johansson, Amara",amara.johansson@example.com,02/24/2026,6440.57
0700080,Ingrid Torres,ingrid.torres@example.com,07/03/2026,8345.49
0344006,"Khan, Amara",amara.khan@example.com,02/11/2026,9686.34
324429,Marco Torres,marco.torres@example.com,09/24/2026,5564.53
311797,Hugo Fontaine,hugo.fontaine@example.com,07/21/2026,7891.05
252536,Ravi Chen,ravi.chen@example.com,03/19/2026,5561.96
0623035,Ingrid Lindqvist,ingrid.lindqvist@example.com,10/08/2026,6813.95
384690,Felix Johansson,felix.johansson@example.com,05/09/2026,9278.43
351864,Kenji Stone,kenji.stone@example.com,04/21/2026,684.27
597789,Maya Lindqvist,maya.lindqvist@example.com,03/04/2026,705.83
491949,Kenji Iyer,,09/04/2026,4818.6
492287,Kenji Okafor,,03/18/2026,2927.58
610386,Leila Tanaka,,09/27/2026,2053.42
0678277,Maya Lindqvist,maya.lindqvist@example.com,12/28/2026,3046.17
405385,Tomas Tanaka,tomas.tanaka@example.com,11/18/2026,4672.07
51032,Clara Weber,clara.weber@example.com,01/06/2026,6851.84
390389,Jonas Novak,,06/26/2026,5911.06
17965,Mei Silva,mei.silva@example.com,01/09/2026,2144.76
752307,Pavel Haddad,pavel.haddad@example.com,11/27/2026,1441.75
132326,"Berg, Yuki",yuki.berg@example.com,04/01/2026,8702.81
608306,Zara Haddad,zara.haddad@example.com,06/19/2026,6878.59
0788770,Mei Lindqvist,mei.lindqvist@example.com,08/28/2026,1419.84
465462,Zara Lindqvist,zara.lindqvist@example.com,12/27/2026,9149.82
244444,Diego Nair,diego.nair@example.com,01/18/2026,9026.27
676665,Nadia Lindqvist,nadia.lindqvist@example.com,11/05/2026,3785.37
544693,Marco Khan,marco.khan@example.com,09/08/2026,4334.73
0642970,Nadia Johansson,nadia.johansson@example.com,12/01/2026,4673.61
523022,Priya Rossi,priya.rossi@example.com,08/12/2026,6336.8
320665,Anna McAllister,anna.mcallister@example.com,06/17/2026,3723.58
180314,Maya Moreau,maya.moreau@example.com,01/07/2026,4035.73
139789,Sofia Costa,,06/01/2026,622.71
426323,Anna Chen,anna.chen@example.com,11/26/2026,6805.47
410782,"Chen, Amara",amara.chen@example.com,09/21/2026,5333.38
108612,Yuki Moreau,yuki.moreau@example.com,04/07/2026,7742.09
