cust_id,client,contact,when,value
0609852,"Lindqvist, Rosa",rosa.lindqvist@example.com,21.04.2026,"3963,18"
17019,Clara Okafor,clara.okafor@example.com,12.04.2026,"6476,48"
235208,"Rossi, Mei",mei.rossi@example.com,"Jul 13, 2026","6193,54"
209020,Pavel Berg,pavel.berg@example.com,17.11.2026,"1033,79"
0295393,Felix Fontaine,felix.fontaine@example.com,"Nov 16, 2026","8106,49"
525157,Leila Khan,leila.khan@example.com,24.06.2026,"7222,94"
183011,Jonas Moreau,jonas.moreau@example.com,"Jan 9, 2026","2726,43"
150580,Elias Okafor,elias.okafor@example.com,13.02.2026,"2955,74"
0535345,Priya Alvarez,priya.alvarez@example.com,"May 1, 2026","1281,43"
158733,Ravi Diallo,ravi.diallo@example.com,"Nov 11, 2026","192,76"
48062,Leila Johansson,leila.johansson@example.com,"Jul 27, 2026","5514,54"
583708,Elias Sato,elias.sato@example.com,"Apr 18, 2026","625,58"
582803,Marco Moreau,,"Jul 3, 2026","5562,07"
547243,Sofia Lindqvist,sofia.lindqvist@example.com,11.04.2026,"8356,55"
851521,Diego Tanaka,diego.tanaka@example.com,"Mar 25, 2026","8266,79"
355928,"Sato, Nadia",nadia.sato@example.com,20.02.2026,"246,94"
388666,Nadia Chen,nadia.chen@example.com,17.02.2026,"8846,43"
406552,"Stone, Ravi",ravi.stone@example.com,10.10.2026,"1217,39"
37447,Felix Khan,felix.khan@example.com,15.10.2026,"554,10"
524013,Nadia Torres,nadia.torres@example.com,17.07.2026,"5207,33"
698779,Leila Torres,leila.torres@example.com,05.01.2026,"4294,17"
287201,"Torres, Amara",amara.torres@example.com,18.09.2026,"1307,61"
0698503,Jonas Moreau,jonas.moreau@example.com,"Sep 6, 2026","6664,64"
287686,Kenji Alvarez,kenji.alvarez@example.com,"Jul 25, 2026","1382,13"
0779390,Ravi Stone,ravi.stone@example.com,"May 5, 2026","1500,57"
0599708,Maya Torres,maya.torres@example.com,"Aug 28, 2026","9164,39"
491874,"Costa, Felix",felix.costa@example.com,08.07.2026,"7617,47"
526460,Kenji Rossi,kenji.rossi@example.com,12.06.2026,"4253,69"
341313,Kenji Tanaka,kenji.tanaka@example.com,17.06.2026,"3917,43"
64680,Yuki Novak,yuki.novak@example.com,"Feb 12, 2026","4878,29"
