ID,Name,Email,Date,Total
0506516,Diego Silva,diego.silva@example.com,2026-12-05,"$2,452.91"
853927,Ravi Chen,,2026-07-18,"(1,588.52)"
233773,Sofia Lindqvist,sofia.lindqvist@example.com,2026-04-25,"$2,634.27"
0783067,Felix Sato,felix.sato@example.com,2026-06-14,"$1,961.85"
551232,Kenji McAllister,kenji.mcallister@example.com,2026-08-26,$147.19
178979,Elias McAllister,elias.mcallister@example.com,2026-01-03,"$1,352.47"
883178,Kenji Rossi,kenji.rossi@example.com,2026-06-23,"$4,159.58"
443987,Hugo Sato,hugo.sato@example.com,2026-11-21,"$3,027.39"
10917,"Novak, Leila",leila.novak@example.com,2026-12-12,"$3,419.30"
0250226,Clara Rossi,clara.rossi@example.com,2026-11-27,"$7,807.00"
437731,Ravi Alvarez,ravi.alvarez@example.com,2026-12-12,"$8,488.57"
443331,Marco Torres,marco.torres@example.com,2026-12-01,"$3,172.29"
308693,"McAllister, Yuki",yuki.mcallister@example.com,2026-10-07,"(6,038.66)"
784494,Tomas Fontaine,tomas.fontaine@example.com,2026-05-06,"$2,472.86"
23598,Anna Lindqvist,anna.lindqvist@example.com,2026-12-21,"(5,182.39)"
117758,Ingrid McAllister,ingrid.mcallister@example.com,2026-10-08,"$2,654.16"
633789,Ravi Chen,ravi.chen@example.com,2026-12-19,"$2,859.22"
645895,Priya Haddad,priya.haddad@example.com,2026-10-05,"$8,496.32"
493769,Priya Moreau,priya.moreau@example.com,2026-01-15,"$9,485.70"
237535,Zara Johansson,zara.johansson@example.com,2026-10-09,"$2,753.31"
675509,"Chen, Tomas",,2026-02-05,"$3,592.67"
57932,Leila Chen,leila.chen@example.com,2026-07-08,"$4,643.93"
725009,Omar Tanaka,omar.tanaka@example.com,2026-10-04,"$8,314.23"
892327,"Sato, Leila",leila.sato@example.com,2026-05-03,"$1,802.09"
291532,Pavel Tanaka,pavel.tanaka@example.com,2026-03-08,"$3,634.82"
603965,"Stone, Elias",elias.stone@example.com,2026-04-03,"(7,981.42)"
94894,"Alvarez, Ingrid",ingrid.alvarez@example.com,2026-04-20,"$7,240.29"
516043,Amara Diallo,amara.diallo@example.com,2026-05-11,"$3,131.94"
741550,Amara Khan,amara.khan@example.com,2026-08-06,"$1,522.19"
0311891,Clara Rossi,clara.rossi@example.com,2026-07-26,"$1,981.58"
796726,Mei Stone,mei.stone@example.com,2026-05-20,"$5,308.50"
507648,"Rossi, Jonas",jonas.rossi@example.com,2026-02-10,"(9,016.49)"
848818,Priya Torres,priya.torres@example.com,2026-05-13,"$4,394.43"
796581,Clara Iyer,clara.iyer@example.com,2026-04-06,"(8,216.26)"
805792,Ravi Stone,ravi.stone@example.com,2026-09-15,"$3,902.25"
354971,Diego Haddad,,2026-07-20,"(4,477.21)"
889286,"Novak, Ravi",ravi.novak@example.com,2026-04-13,"$6,898.13"
807958,Priya McAllister,priya.mcallister@example.com,2026-04-21,"$9,419.93"
27179,Omar Stone,,2026-02-04,"$8,818.37"
0820085,"Okafor, Ravi",ravi.okafor@example.com,2026-04-09,"$1,007.72"
