cust_id,client,contact,when,value
0216859,Omar Khan,omar.khan@example.com,"Dec 12, 2026","6813,88"
565828,"McAllister, Leila",leila.mcallister@example.com,"Jun 3, 2026","977,55"
208587,Hugo Costa,hugo.costa@example.com,01.02.2026,"4550,17"
559438,Omar Fontaine,omar.fontaine@example.com,20.12.2026,"2970,28"
695560,Elias Okafor,elias.okafor@example.com,"Nov 10, 2026","4769,04"
403051,Sofia Haddad,sofia.haddad@example.com,11.02.2026,"1152,88"
0604967,"Okafor, Elias",elias.okafor@example.com,01.12.2026,"7050,19"
227697,Sofia McAllister,sofia.mcallister@example.com,"Oct 1, 2026","8642,37"
604497,Kenji Silva,,10.05.2026,"3512,39"
452867,Zara Nair,zara.nair@example.com,09.04.2026,"370,30"
499181,Diego Fontaine,diego.fontaine@example.com,"Jan 5, 2026","5235,14"
275411,Omar Tanaka,omar.tanaka@example.com,26.02.2026,"3794,91"
0832508,Tomas McAllister,tomas.mcallister@example.com,"Oct 3, 2026","8527,28"
0632805,Felix Tanaka,felix.tanaka@example.com,"Mar 9, 2026","9592,65"
191377,Elias Lindqvist,elias.lindqvist@example.com,02.10.2026,"7510,53"
790851,"Tanaka, Rosa",rosa.tanaka@example.com,26.09.2026,"6037,36"
763105,Hugo Costa,hugo.costa@example.com,25.03.2026,"7986,82"
228555,"Johansson, Leila",leila.johansson@example.com,01.02.2026,"4372,26"
697939,Diego Haddad,diego.haddad@example.com,"Apr 14, 2026","8144,30"
108920,Sofia Tanaka,sofia.tanaka@example.com,12.05.2026,"7729,89"
24989,Hugo Silva,hugo.silva@example.com,06.10.2026,"1286,54"
740707,"Weber, Clara",clara.weber@example.com,26.11.2026,"561,07"
468821,Nadia Rossi,nadia.rossi@example.com,26.01.2026,"1748,49"
809432,Hugo Chen,hugo.chen@example.com,18.02.2026,"9793,41"
304695,Kenji Fontaine,kenji.fontaine@example.com,"Nov 22, 2026","8046,95"
714606,Clara Khan,clara.khan@example.com,26.11.2026,"1620,03"
35974,"Costa, Sofia",sofia.costa@example.com,05.12.2026,"8561,50"
368270,"Tanaka, Pavel",pavel.tanaka@example.com,27.04.2026,"626,83"
437163,"Khan, Yuki",yuki.khan@example.com,16.10.2026,"2944,25"
0536594,Sofia Lindqvist,sofia.lindqvist@example.com,"Nov 12, 2026","6329,31"
592337,Hugo McAllister,hugo.mcallister@example.com,"Jan 14, 2026","7092,40"
0191233,Kenji Weber,kenji.weber@example.com,"Jul 21, 2026","1106,87"
642557,Sofia Moreau,sofia.moreau@example.com,"Mar 14, 2026","7955,29"
0623628,Amara Alvarez,amara.alvarez@example.com,"Mar 4, 2026","1411,08"
23808,Nadia Tanaka,nadia.tanaka@example.com,"Jul 23, 2026","4383,59"
638410,"Stone, Clara",clara.stone@example.com,04.09.2026,"3015,98"
486179,Priya Nair,priya.nair@example.com,02.01.2026,"3637,34"
0062303,Rosa Weber,rosa.weber@example.com,"Feb 12, 2026","8493,54"
81181,Sofia Lindqvist,sofia.lindqvist@example.com,"Feb 12, 2026","8966,62"
660608,Hugo Lindqvist,hugo.lindqvist@example.com,22.05.2026,"7727,21"
97184,Diego Nair,diego.nair@example.com,"May 23, 2026","1987,32"
527245,"Okafor, Jonas",jonas.okafor@example.com,18.07.2026,"5359,12"
757360,Tomas Moreau,,03.02.2026,"8415,62"
0181182,Kenji Novak,kenji.novak@example.com,19.11.2026,"5411,96"
787639,Leila Torres,leila.torres@example.com,23.08.2026,"6785,73"
331651,Felix Moreau,felix.moreau@example.com,"Feb 14, 2026","7373,39"
732274,Omar Chen,,"Dec 15, 2026","2065,90"
0344146,Priya Lindqvist,priya.lindqvist@example.com,19.11.2026,"710,80"
783874,Maya Weber,maya.weber@example.com,20.10.2026,"9243,09"
459568,"Johansson, Leila",,"Jul 3, 2026","7543,56"
400763,"Petrov, Diego",diego.petrov@example.com,"Jul 25, 2026","3186,81"
604421,Tomas Nair,tomas.nair@example.com,05.11.2026,"177,01"
158425,"Lindqvist, Marco",,03.12.2026,"595,68"
0058316,Maya Weber,maya.weber@example.com,08.07.2026,"3964,04"
595283,Zara Lindqvist,,26.09.2026,"8758,87"
172759,Leila Stone,leila.stone@example.com,"Dec 10, 2026","4316,31"
636188,Amara Stone,amara.stone@example.com,"Jun 13, 2026","832,98"
422905,Anna Lindqvist,anna.lindqvist@example.com,"Dec 22, 2026","732,31"
176577,Felix Haddad,felix.haddad@example.com,22.07.2026,"354,45"
365570,Yuki Fontaine,yuki.fontaine@example.com,"Aug 18, 2026","4006,43"
666619,Amara McAllister,,24.04.2026,"5344,74"
36620,"Fontaine, Elias",elias.fontaine@example.com,20.06.2026,"544,89"
462283,Sofia Petrov,sofia.petrov@example.com,"Mar 12, 2026","3319,31"
883409,Hugo Lindqvist,hugo.lindqvist@example.com,04.03.2026,"976,22"
0241850,Ingrid McAllister,ingrid.mcallister@example.com,"Sep 27, 2026","5933,06"
625436,Elias Chen,elias.chen@example.com,14.02.2026,"8322,01"
584994,Kenji Torres,kenji.torres@example.com,"Jan 1, 2026","5351,35"
145723,Leila Torres,leila.torres@example.com,03.03.2026,"2551,07"
765584,Kenji Tanaka,kenji.tanaka@example.com,09.05.2026,"7997,87"
172764,Anna Khan,anna.khan@example.com,23.07.2026,"531,17"
302635,Rosa Fontaine,rosa.fontaine@example.com,15.10.2026,"7821,30"
577474,"Fontaine, Hugo",hugo.fontaine@example.com,10.01.2026,"8020,14"
441101,Kenji Johansson,kenji.johansson@example.com,"Sep 12, 2026","1221,52"
36033,Omar Silva,omar.silva@example.com,"Dec 23, 2026","5824,83"
785633,Jonas McAllister,jonas.mcallister@example.com,08.01.2026,"438,63"
0664213,Hugo Chen,hugo.chen@example.com,"Sep 26, 2026","5423,17"
322239,Felix Okafor,felix.okafor@example.com,07.02.2026,"3514,04"
27312,"Iyer, Amara",amara.iyer@example.com,"Jun 26, 2026","7777,71"
487427,Nadia Sato,nadia.sato@example.com,"Mar 10, 2026","2570,26"
223697,Diego Alvarez,diego.alvarez@example.com,24.05.2026,"9629,21"
85013,Kenji Moreau,kenji.moreau@example.com,18.09.2026,"8226,35"
869445,Felix Johansson,felix.johansson@example.com,23.08.2026,"3098,55"
208724,Jonas Moreau,jonas.moreau@example.com,05.10.2026,"9076,56"
694267,Sofia McAllister,sofia.mcallister@example.com,"Feb 5, 2026","4767,42"
607325,Pavel Lindqvist,pavel.lindqvist@example.com,"Oct 19, 2026","6508,66"
672768,Elias Alvarez,elias.alvarez@example.com,"Aug 18, 2026","989,29"
133638,Hugo Berg,hugo.berg@example.com,26.06.2026,"9737,30"
347001,Diego Tanaka,diego.tanaka@example.com,"Dec 13, 2026","1278,09"
655122,"Berg, Nadia",nadia.berg@example.com,"Feb 27, 2026","2812,72"
248399,Leila Novak,leila.novak@example.com,"Jul 5, 2026","5359,13"
0168295,Zara Khan,zara.khan@example.com,"Oct 20, 2026","6849,71"
429468,Priya Iyer,priya.iyer@example.com,"Apr 28, 2026","4200,30"
0721280,"Sato, Pavel",pavel.sato@example.com,01.05.2026,"9838,20"
122292,Hugo Weber,hugo.weber@example.com,26.11.2026,"8032,10"
660691,"Rossi, Hugo",hugo.rossi@example.com,"Dec 23, 2026","5755,59"
727331,Yuki Alvarez,yuki.alvarez@example.com,"Jun 3, 2026","4965,28"
357669,Priya Stone,priya.stone@example.com,"Nov 20, 2026","3559,10"
127514,Nadia Alvarez,,02.06.2026,"5080,64"
0152447,Yuki Weber,,"Feb 2, 2026","3212,90"
632032,Tomas Moreau,tomas.moreau@example.com,"Dec 22, 2026","5105,21"
779905,Zara Khan,zara.khan@example.com,"Dec 22, 2026","1797,37"
358870,Amara Diallo,amara.diallo@example.com,"Jun 10, 2026","9878,40"
28558,Nadia Haddad,,02.05.2026,"2140,97"
289640,Leila Weber,leila.weber@example.com,15.05.2026,"3211,78"
345293,"Rossi, Leila",leila.rossi@example.com,28.04.2026,"3840,30"
219747,Felix Khan,felix.khan@example.com,"Oct 5, 2026","2590,42"
0488397,Pavel Costa,,16.07.2026,"8413,54"
0263215,Kenji Lindqvist,kenji.lindqvist@example.com,08.05.2026,"7402,28"
0884394,Marco Nair,marco.nair@example.com,"Aug 19, 2026","1924,69"
390650,Mei Chen,mei.chen@example.com,13.07.2026,"5093,45"
565579,"Chen, Elias",elias.chen@example.com,12.10.2026,"109,10"
664735,Elias Rossi,elias.rossi@example.com,06.03.2026,"8015,85"
245085,Maya Chen,maya.chen@example.com,23.03.2026,"769,17"
0492148,Elias Stone,elias.stone@example.com,09.12.2026,"3938,48"
378680,Yuki Moreau,yuki.moreau@example.com,10.02.2026,"2929,06"
164901,Mei Chen,mei.chen@example.com,09.10.2026,"8505,99"
431035,Amara Johansson,amara.johansson@example.com,"Nov 9, 2026","8559,53"
256008,Rosa Stone,rosa.stone@example.com,"Aug 11, 2026","334,12"
51710,Mei Chen,mei.chen@example.com,"Sep 12, 2026","2033,53"
853234,"Tanaka, Clara",clara.tanaka@example.com,15.06.2026,"4628,36"
