id,customer_name,email,date,amount
649113,Marco Silva,marco.silva@example.com,02/16/2026,1623.11
626331,"Costa, Hugo",hugo.costa@example.com,12/01/2026,6605.15
639631,Mei Sato,mei.sato@example.com,09/19/2026,6684.11
577149,"Lindqvist, Amara",amara.lindqvist@example.com,09/03/2026,6610.81
341511,Mei Khan,mei.khan@example.com,02/17/2026,3055.67
261162,Zara Torres,zara.torres@example.com,12/25/2026,6700.28
115575,Pavel Weber,pavel.weber@example.com,04/23/2026,5442.09
224421,Elias Haddad,elias.haddad@example.com,05/12/2026,3360.6
579810,Kenji Petrov,kenji.petrov@example.com,12/02/2026,7397.63
56337,Ingrid Haddad,ingrid.haddad@example.com,06/08/2026,3796.5
334256,Leila Rossi,leila.rossi@example.com,11/23/2026,8638.19
880760,Zara Johansson,zara.johansson@example.com,08/08/2026,369.98
474066,"Alvarez, Nadia",nadia.alvarez@example.com,06/27/2026,3671.55
262225,Zara Novak,zara.novak@example.com,11/27/2026,940.41
523708,"Iyer, Nadia",nadia.iyer@example.com,08/02/2026,7258.22
504467,Elias Khan,,06/08/2026,2269.95
0208245,Pavel Nair,pavel.nair@example.com,09/11/2026,5135.88
0578891,Yuki Stone,yuki.stone@example.com,12/08/2026,2263.59
677347,Elias Alvarez,elias.alvarez@example.com,02/15/2026,8016.9
219074,Marco Tanaka,,03/24/2026,4694.24
104449,Hugo Moreau,hugo.moreau@example.com,12/15/2026,8684.46
731177,"Chen, Jonas",jonas.chen@example.com,04/05/2026,6410.59
537138,Maya Petrov,maya.petrov@example.com,12/09/2026,5857.7
124254,Ravi Berg,ravi.berg@example.com,01/06/2026,2636.98
44276,Zara Silva,,02/25/2026,7366.86
522487,Rosa Fontaine,rosa.fontaine@example.com,02/15/2026,8083.51
370446,"Iyer, Zara",zara.iyer@example.com,05/03/2026,5516.46
743023,Kenji McAllister,kenji.mcallister@example.com,03/04/2026,3499.74
108742,"Costa, Elias",elias.costa@example.com,03/25/2026,7097.53
551576,Jonas Berg,jonas.berg@example.com,12/16/2026,4586.13
0205529,Ingrid Stone,ingrid.stone@example.com,03/27/2026,7010.72
486757,Ravi Sato,ravi.sato@example.com,05/22/2026,2763.75
542979,Amara Khan,amara.khan@example.com,02/18/2026,7342.59
0567283,Anna Chen,anna.chen@example.com,08/26/2026,4641.85
163656,Jonas Weber,jonas.weber@example.com,06/22/2026,995.96
0881888,Jonas Stone,jonas.stone@example.com,10/02/2026,5773.39
869266,Marco Fontaine,marco.fontaine@example.com,08/25/2026,7312.6
814380,Mei Chen,mei.chen@example.com,04/04/2026,5406.04
0544597,Clara Okafor,clara.okafor@example.com,09/12/2026,1133.61
725979,Tomas Sato,tomas.sato@example.com,02/15/2026,7275.84
69835,Maya Rossi,maya.rossi@example.com,03/27/2026,922.76
0268926,Zara Stone,zara.stone@example.com,07/28/2026,2255.62
369474,Maya Okafor,,07/09/2026,5644.32
448680,Marco Diallo,marco.diallo@example.com,06/08/2026,4039.66
811978,Pavel Johansson,pavel.johansson@example.com,07/26/2026,8332.82
93695,"Johansson, Hugo",hugo.johansson@example.com,09/02/2026,6828.8
658537,Omar McAllister,omar.mcallister@example.com,04/26/2026,2681.72
358292,Leila Weber,leila.weber@example.com,04/07/2026,3848.27
272849,Kenji Chen,kenji.chen@example.com,03/27/2026,9635.41
0888590,Yuki Iyer,yuki.iyer@example.com,04/18/2026,3101.93
141471,Elias Sato,elias.sato@example.com,07/13/2026,1113.4
366026,Zara Torres,zara.torres@example.com,04/23/2026,521.67
99538,"Lindqvist, Jonas",jonas.lindqvist@example.com,02/08/2026,6788.42
513948,Priya Chen,priya.chen@example.com,09/12/2026,7199.81
366420,Pavel Haddad,,06/02/2026,6269.29
412182,Yuki Okafor,yuki.okafor@example.com,02/19/2026,195.02
0195874,"Torres, Clara",clara.torres@example.com,11/02/2026,1305.07
442276,Hugo Torres,hugo.torres@example.com,05/25/2026,647.39
546682,Sofia Iyer,sofia.iyer@example.com,06/20/2026,3009.11
35190,Tomas Weber,tomas.weber@example.com,02/23/2026,3657.32
354356,Kenji Weber,kenji.weber@example.com,03/12/2026,6206.94
120561,"Haddad, Jonas",,12/07/2026,3494.89
501744,"Johansson, Felix",felix.johansson@example.com,10/21/2026,359.34
570383,Omar Lindqvist,omar.lindqvist@example.com,12/12/2026,1635.81
308418,Clara Rossi,clara.rossi@example.com,09/26/2026,1800.14
0479379,Ingrid Sato,ingrid.sato@example.com,05/24/2026,9148.93
0520082,Diego Khan,diego.khan@example.com,01/19/2026,7169.4
21842,Anna Alvarez,anna.alvarez@example.com,10/20/2026,5456.74
109053,Yuki Iyer,,05/01/2026,3610.84
78820,Marco Alvarez,marco.alvarez@example.com,05/14/2026,7891.89
