cust_id,client,contact,when,value
331052,Elias Petrov,elias.petrov@example.com,13.06.2026,"7970,49"
0121304,Mei Sato,mei.sato@example.com,"Jan 21, 2026","2993,67"
782755,Amara Khan,amara.khan@example.com,21.09.2026,"5261,66"
276730,Felix Stone,felix.stone@example.com,07.03.2026,"5921,13"
0437366,Pavel Weber,pavel.weber@example.com,"Sep 21, 2026","4341,31"
544583,Amara Nair,,"Oct 12, 2026","7623,57"
892709,Leila Fontaine,leila.fontaine@example.com,"Jan 16, 2026","8150,25"
852726,Marco Iyer,marco.iyer@example.com,"Mar 11, 2026","5049,68"
491817,Hugo Fontaine,hugo.fontaine@example.com,09.05.2026,"1825,69"
370933,Zara Tanaka,zara.tanaka@example.com,"Mar 23, 2026","6186,10"
252005,Ingrid Moreau,ingrid.moreau@example.com,"Sep 18, 2026","9023,67"
218474,Felix Fontaine,felix.fontaine@example.com,"Aug 1, 2026","8813,78"
488572,"Nair, Sofia",sofia.nair@example.com,"Jun 15, 2026","6952,75"
250009,"Novak, Rosa",rosa.novak@example.com,"Feb 8, 2026","2102,46"
146422,Kenji Moreau,,"Oct 27, 2026","8289,16"
865115,Clara Lindqvist,clara.lindqvist@example.com,02.02.2026,"6750,98"
483043,Rosa Weber,rosa.weber@example.com,"Feb 2, 2026","1484,72"
723103,Maya Moreau,maya.moreau@example.com,"Apr 15, 2026","2311,91"
614465,Priya Petrov,priya.petrov@example.com,"May 18, 2026","369,33"
733653,Ingrid Iyer,ingrid.iyer@example.com,01.08.2026,"8573,09"
286546,Zara Fontaine,zara.fontaine@example.com,17.04.2026,"3064,98"
840249,Tomas Alvarez,tomas.alvarez@example.com,12.07.2026,"236,96"
756953,Zara Johansson,zara.johansson@example.com,16.12.2026,"9637,89"
447290,Anna Khan,anna.khan@example.com,22.06.2026,"2005,30"
668933,Hugo Sato,hugo.sato@example.com,"Mar 27, 2026","2137,00"
0431477,Felix Weber,felix.weber@example.com,"Jul 8, 2026","2214,75"
556819,Yuki Alvarez,yuki.alvarez@example.com,23.04.2026,"2825,64"
270720,Anna Diallo,anna.diallo@example.com,"May 8, 2026","1890,36"
175715,Marco Diallo,marco.diallo@example.com,24.10.2026,"4207,90"
714927,"Johansson, Ravi",ravi.johansson@example.com,07.06.2026,"679,26"
814711,Omar Rossi,omar.rossi@example.com,"Feb 3, 2026","9296,12"
0170000,"Costa, Amara",amara.costa@example.com,02.04.2026,"5592,73"
737859,Yuki Stone,yuki.stone@example.com,27.07.2026,"2262,55"
649349,"Iyer, Sofia",sofia.iyer@example.com,"Mar 18, 2026","669,10"
176002,Elias Lindqvist,elias.lindqvist@example.com,"Jan 1, 2026","9846,12"
727009,"Alvarez, Jonas",jonas.alvarez@example.com,23.08.2026,"9401,93"
732410,Clara Stone,clara.stone@example.com,"Nov 17, 2026","1808,68"
0783363,Maya Nair,maya.nair@example.com,19.06.2026,"6618,16"
0058964,Marco Weber,marco.weber@example.com,"May 13, 2026","7335,88"
0586230,Maya Lindqvist,maya.lindqvist@example.com,"Sep 15, 2026","6994,38"
237688,Amara Haddad,amara.haddad@example.com,"Oct 3, 2026","2310,97"
594384,Felix Sato,felix.sato@example.com,23.07.2026,"8661,95"
475607,Sofia Weber,sofia.weber@example.com,12.04.2026,"7788,33"
0209498,Marco Weber,marco.weber@example.com,"Aug 22, 2026","7480,24"
578080,Nadia Stone,nadia.stone@example.com,"Mar 16, 2026","8661,26"
392679,Hugo Alvarez,hugo.alvarez@example.com,"May 7, 2026","2763,97"
754468,Hugo Fontaine,hugo.fontaine@example.com,"Mar 16, 2026","1172,24"
