id,customer_name,email,date,amount
30259,Elias Costa,elias.costa@example.com,07/09/2026,9744.29
581314,Priya Torres,priya.torres@example.com,06/14/2026,297.21
718194,Anna Okafor,anna.okafor@example.com,10/28/2026,4240.69
386194,Marco Novak,marco.novak@example.com,09/07/2026,2581.91
0296907,Pavel Weber,pavel.weber@example.com,08/12/2026,7718.18
491185,Amara Nair,amara.nair@example.com,03/24/2026,3265.81
660698,Mei Lindqvist,mei.lindqvist@example.com,04/24/2026,4511.84
0235227,Maya Johansson,maya.johansson@example.com,06/01/2026,7753.52
704199,Omar Berg,omar.berg@example.com,12/04/2026,7425.31
0324732,Sofia Khan,sofia.khan@example.com,05/17/2026,7699.65
34073,Clara Tanaka,clara.tanaka@example.com,02/21/2026,6485.47
0329810,Elias Novak,elias.novak@example.com,08/26/2026,3256.54
0469451,"Novak, Priya",priya.novak@example.com,07/03/2026,6641.64
184752,Ingrid Diallo,,10/25/2026,2814.78
0476745,Nadia Fontaine,nadia.fontaine@example.com,05/19/2026,9772.5
0382181,Elias Stone,elias.stone@example.com,09/03/2026,1784.49
115309,Ingrid Lindqvist,ingrid.lindqvist@example.com,05/21/2026,8389.88
430529,Amara Moreau,amara.moreau@example.com,01/04/2026,6880.26
577641,Elias Iyer,elias.iyer@example.com,07/22/2026,5973.25
838170,Priya Torres,priya.torres@example.com,05/05/2026,4981.49
0693023,Maya Costa,maya.costa@example.com,07/22/2026,570.64
299288,Nadia Novak,nadia.novak@example.com,07/17/2026,3027.22
623174,Amara Tanaka,amara.tanaka@example.com,02/16/2026,8205.86
143824,Nadia Fontaine,nadia.fontaine@example.com,05/06/2026,137.41
654756,Felix Fontaine,felix.fontaine@example.com,02/27/2026,4735.08
874351,Priya Moreau,priya.moreau@example.com,07/01/2026,9728.12
811418,Zara Silva,zara.silva@example.com,02/01/2026,4909
406336,Amara Chen,amara.chen@example.com,06/04/2026,5656.88
0438117,Priya Khan,priya.khan@example.com,08/10/2026,617.89
731671,Tomas Tanaka,tomas.tanaka@example.com,09/18/2026,8699.05
864886,Mei Johansson,mei.johansson@example.com,07/23/2026,6187.37
898393,Rosa Okafor,rosa.okafor@example.com,02/07/2026,4724.71
0061751,Felix Diallo,felix.diallo@example.com,10/11/2026,9901.3
0877235,Clara Costa,clara.costa@example.com,07/15/2026,5755.96
269778,Marco Lindqvist,marco.lindqvist@example.com,06/07/2026,3585.07
345877,Sofia Sato,sofia.sato@example.com,11/26/2026,2132.77
117790,Elias Sato,,03/19/2026,7267.92
696704,"Novak, Nadia",nadia.novak@example.com,11/06/2026,2662.65
64234,Felix Silva,felix.silva@example.com,06/10/2026,4874.68
788624,Ingrid Torres,ingrid.torres@example.com,04/16/2026,9972.73
0034389,Felix Haddad,felix.haddad@example.com,02/19/2026,7716.54
159674,Hugo Novak,hugo.novak@example.com,07/05/2026,1101.26
723806,Felix Petrov,,09/26/2026,8460.63
246816,"Tanaka, Yuki",yuki.tanaka@example.com,06/07/2026,9037
151129,Rosa Torres,rosa.torres@example.com,07/13/2026,7058.08
207385,Jonas Khan,jonas.khan@example.com,02/12/2026,5112.74
890828,Clara Chen,clara.chen@example.com,03/16/2026,4582.59
401711,Nadia Chen,nadia.chen@example.com,07/28/2026,6426.19
371621,Ingrid Petrov,ingrid.petrov@example.com,02/21/2026,5985.19
406254,"Petrov, Amara",amara.petrov@example.com,02/12/2026,7938.96
34717,Elias Silva,elias.silva@example.com,01/25/2026,9785.54
118910,Zara Costa,zara.costa@example.com,08/21/2026,8802.09
189023,Omar Torres,omar.torres@example.com,02/25/2026,3519.7
0198052,Elias Sato,elias.sato@example.com,03/25/2026,7582.37
0054286,Marco Alvarez,marco.alvarez@example.com,05/23/2026,5376.56
117335,"Novak, Rosa",rosa.novak@example.com,11/13/2026,7992.14
663755,Jonas Silva,jonas.silva@example.com,12/03/2026,8821.81
13468,Anna Rossi,anna.rossi@example.com,05/01/2026,4298.24
244756,Priya Sato,priya.sato@example.com,04/18/2026,1052.43
630871,Ravi Alvarez,ravi.alvarez@example.com,12/28/2026,9338.4
26782,Diego Torres,diego.torres@example.com,05/13/2026,9285.74
681220,Maya Costa,maya.costa@example.com,02/09/2026,5944.1
764810,Jonas Rossi,jonas.rossi@example.com,12/13/2026,4229.09
572763,Jonas McAllister,jonas.mcallister@example.com,08/13/2026,7646.49
838212,Diego Fontaine,diego.fontaine@example.com,08/02/2026,3987.63
0128709,Kenji Haddad,kenji.haddad@example.com,06/18/2026,5234.03
130331,Clara Stone,clara.stone@example.com,06/15/2026,8665.74
552208,Tomas Okafor,tomas.okafor@example.com,12/25/2026,9428.51
444975,Tomas Nair,tomas.nair@example.com,07/06/2026,8627.48
567300,Sofia Fontaine,sofia.fontaine@example.com,11/22/2026,8031.05
148404,Elias Diallo,elias.diallo@example.com,07/18/2026,2181.64
392581,"Alvarez, Ingrid",ingrid.alvarez@example.com,08/28/2026,5127.34
748973,Nadia Johansson,nadia.johansson@example.com,12/23/2026,3786.07
0400986,Elias Diallo,elias.diallo@example.com,05/26/2026,94.99
123743,Maya Okafor,maya.okafor@example.com,03/09/2026,7614.25
139787,Pavel Berg,,02/01/2026,639.54
634622,Hugo Johansson,hugo.johansson@example.com,06/18/2026,9875.35
827411,Sofia Berg,sofia.berg@example.com,12/06/2026,9016.62
0836501,Marco Berg,marco.berg@example.com,05/18/2026,1159.43
270790,"Diallo, Rosa",rosa.diallo@example.com,12/03/2026,3530
538016,Elias Nair,elias.nair@example.com,01/12/2026,9737
0860648,Kenji Sato,kenji.sato@example.com,01/04/2026,4221.16
447936,Omar Stone,omar.stone@example.com,05/10/2026,313.69
247716,Omar Tanaka,,05/25/2026,9044.77
507529,Pavel Torres,pavel.torres@example.com,02/24/2026,5851.8
235257,Maya Stone,maya.stone@example.com,08/16/2026,2236
629407,Tomas Torres,tomas.torres@example.com,06/26/2026,3936.31
0702397,Ingrid Okafor,ingrid.okafor@example.com,05/08/2026,9542.6
786717,Ingrid Costa,ingrid.costa@example.com,08/26/2026,9298.42
197759,Anna McAllister,anna.mcallister@example.com,09/25/2026,1677.71
429053,Priya Iyer,,08/09/2026,9106
571714,Rosa Torres,rosa.torres@example.com,05/16/2026,3231.68
388584,Sofia Stone,sofia.stone@example.com,04/12/2026,3086.51
0324140,Clara Haddad,clara.haddad@example.com,05/17/2026,7370.59
584252,Clara Petrov,clara.petrov@example.com,06/18/2026,9801.92
352048,Omar Costa,omar.costa@example.com,03/06/2026,7279.4
430898,Rosa Weber,rosa.weber@example.com,10/28/2026,444.98
484377,Diego Stone,diego.stone@example.com,06/01/2026,4255
660346,Priya Berg,priya.berg@example.com,11/15/2026,7143.03
