id,customer_name,email,date,amount
543137,Omar Silva,omar.silva@example.com,07/10/2026,7615.64
614251,Marco McAllister,marco.mcallister@example.com,06/25/2026,7143.11
628686,Ravi McAllister,ravi.mcallister@example.com,03/11/2026,7721.98
284372,Clara Sato,clara.sato@example.com,07/05/2026,429.12
806138,Amara Rossi,amara.rossi@example.com,02/21/2026,6777.74
864989,Pavel Alvarez,pavel.alvarez@example.com,08/17/2026,2502.68
218039,Rosa Khan,rosa.khan@example.com,01/21/2026,953.39
724749,Pavel Torres,pavel.torres@example.com,04/01/2026,4904.98
0624770,Sofia Haddad,sofia.haddad@example.com,02/12/2026,8410.51
813723,Maya Johansson,maya.johansson@example.com,10/09/2026,1277.22
758782,Elias Rossi,,06/05/2026,4320.11
0290028,Mei Moreau,mei.moreau@example.com,03/10/2026,2921.62
276737,"Rossi, Sofia",sofia.rossi@example.com,02/14/2026,2850.1
629914,"Diallo, Amara",amara.diallo@example.com,10/19/2026,6680.45
412155,Priya Fontaine,priya.fontaine@example.com,09/19/2026,3183.15
791693,Anna Chen,anna.chen@example.com,10/10/2026,3187.63
151967,Priya Johansson,,03/04/2026,6596.51
799478,Hugo Silva,hugo.silva@example.com,06/27/2026,8884.41
0852378,Hugo Okafor,hugo.okafor@example.com,08/16/2026,3044.91
726199,Elias Fontaine,elias.fontaine@example.com,05/27/2026,3275.2
170954,Felix Chen,felix.chen@example.com,01/11/2026,8109.41
0221863,Ingrid Torres,ingrid.torres@example.com,02/13/2026,153.06
29714,Hugo Haddad,hugo.haddad@example.com,02/26/2026,3936.42
384504,Ravi Johansson,ravi.johansson@example.com,11/24/2026,2679.73
321794,Pavel Rossi,pavel.rossi@example.com,05/19/2026,7988.36
0418468,Anna Diallo,anna.diallo@example.com,04/06/2026,7106.09
316044,Anna Rossi,anna.rossi@example.com,12/17/2026,3723.84
0343098,Maya Costa,maya.costa@example.com,05/25/2026,6359.17
623916,Mei Weber,mei.weber@example.com,10/16/2026,7330.46
336829,Jonas Fontaine,jonas.fontaine@example.com,07/14/2026,909.82
64227,Anna Weber,anna.weber@example.com,05/04/2026,4910.58
632446,Amara McAllister,,03/14/2026,4906.93
632679,"Berg, Tomas",tomas.berg@example.com,10/25/2026,8575.89
134227,"Iyer, Jonas",jonas.iyer@example.com,05/03/2026,6465.33
101219,Hugo Johansson,hugo.johansson@example.com,09/25/2026,1083.15
67116,Amara Haddad,amara.haddad@example.com,11/20/2026,5333.07
282491,Amara Weber,amara.weber@example.com,10/10/2026,8616.91
98207,"Diallo, Yuki",yuki.diallo@example.com,10/10/2026,2838.48
426503,Marco Costa,marco.costa@example.com,07/21/2026,2483.64
637821,Hugo Okafor,hugo.okafor@example.com,04/17/2026,2131.15
570397,"McAllister, Anna",anna.mcallister@example.com,12/23/2026,6930.43
468250,Nadia Diallo,nadia.diallo@example.com,05/18/2026,618.31
579236,Leila Berg,leila.berg@example.com,01/23/2026,9587.78
90407,Kenji Iyer,kenji.iyer@example.com,05/01/2026,8274.59
591772,Ravi McAllister,ravi.mcallister@example.com,04/09/2026,311.38
0548620,Pavel Stone,pavel.stone@example.com,10/09/2026,7163.13
408923,Nadia Okafor,,11/03/2026,7555.83
0782333,Rosa Iyer,rosa.iyer@example.com,06/09/2026,7591.94
72670,Priya Tanaka,priya.tanaka@example.com,02/13/2026,8766.3
237867,"Alvarez, Elias",elias.alvarez@example.com,08/03/2026,5531.18
597733,Priya Berg,priya.berg@example.com,04/13/2026,9251.49
0131952,Maya Costa,maya.costa@example.com,06/27/2026,5486.41
885294,Anna Okafor,anna.okafor@example.com,12/28/2026,6957.7
86347,Diego Costa,diego.costa@example.com,06/28/2026,2985.25
836150,Rosa Sato,rosa.sato@example.com,11/08/2026,7904.5
782758,Hugo Haddad,hugo.haddad@example.com,08/01/2026,9966.86
786162,Elias Moreau,elias.moreau@example.com,04/14/2026,7149.24
0239201,"Alvarez, Jonas",jonas.alvarez@example.com,03/11/2026,3094.08
179290,Ravi Novak,ravi.novak@example.com,01/01/2026,5057.96
772132,Clara Silva,clara.silva@example.com,09/28/2026,7633.65
237090,"Okafor, Anna",anna.okafor@example.com,04/21/2026,7307.54
275284,"McAllister, Jonas",,09/24/2026,4217.47
695780,Jonas Torres,jonas.torres@example.com,09/13/2026,9816.77
167209,Ingrid Johansson,ingrid.johansson@example.com,05/12/2026,7141.79
744864,Kenji Lindqvist,kenji.lindqvist@example.com,04/05/2026,1134.37
825792,Maya Weber,maya.weber@example.com,01/15/2026,6964.97
841122,Ingrid Haddad,ingrid.haddad@example.com,03/21/2026,9852.1
711715,Omar Torres,omar.torres@example.com,06/07/2026,9298.27
515310,Nadia Rossi,nadia.rossi@example.com,07/14/2026,5184.71
344413,Elias Iyer,elias.iyer@example.com,09/24/2026,4595.4
659022,Pavel Silva,pavel.silva@example.com,07/12/2026,24.29
0374404,Clara Silva,clara.silva@example.com,04/05/2026,1751.63
368413,"Chen, Ingrid",ingrid.chen@example.com,08/05/2026,2815.3
353382,Tomas Silva,tomas.silva@example.com,04/03/2026,3440.4
576069,Nadia Lindqvist,nadia.lindqvist@example.com,03/24/2026,7449.5
149680,"Okafor, Marco",,07/06/2026,9522.72
