cust_id,client,contact,when,value
403387,Felix Sato,felix.sato@example.com,"Sep 11, 2026","9846,94"
0764586,Priya Costa,priya.costa@example.com,10.11.2026,"9803,08"
62724,Omar Costa,omar.costa@example.com,"May 22, 2026","7238,35"
0192928,"Berg, Zara",zara.berg@example.com,"May 19, 2026","5406,82"
822565,Priya Chen,priya.chen@example.com,25.08.2026,"2232,14"
731656,"Diallo, Priya",priya.diallo@example.com,"Dec 18, 2026","3690,25"
851328,Diego Weber,,23.09.2026,"9039,18"
356917,Maya Rossi,maya.rossi@example.com,10.04.2026,"9467,29"
0763499,Nadia Berg,nadia.berg@example.com,"May 28, 2026","7354,59"
422426,Yuki Tanaka,yuki.tanaka@example.com,21.06.2026,"7164,47"
325677,Amara Diallo,amara.diallo@example.com,15.10.2026,"2570,09"
0518739,"Khan, Leila",leila.khan@example.com,14.01.2026,"784,90"
611023,Diego Costa,diego.costa@example.com,"May 25, 2026","3445,39"
741022,Hugo Lindqvist,hugo.lindqvist@example.com,13.11.2026,"7275,60"
315069,"Rossi, Ravi",,"Jun 6, 2026","7765,10"
585592,Ingrid Stone,ingrid.stone@example.com,09.09.2026,"242,04"
59183,Pavel Moreau,pavel.moreau@example.com,26.09.2026,"6845,00"
717171,Ravi Rossi,ravi.rossi@example.com,14.01.2026,"5222,00"
0197724,Priya Costa,priya.costa@example.com,24.11.2026,"62,29"
878064,"Diallo, Ingrid",ingrid.diallo@example.com,25.09.2026,"3200,64"
755857,Marco Johansson,marco.johansson@example.com,28.01.2026,"7015,60"
153893,Clara Diallo,clara.diallo@example.com,07.11.2026,"7533,08"
720633,Mei Sato,mei.sato@example.com,04.12.2026,"5192,05"
296015,Maya Haddad,maya.haddad@example.com,28.11.2026,"3207,60"
354953,Jonas Fontaine,jonas.fontaine@example.com,"Sep 24, 2026","8941,75"
0497317,"Tanaka, Diego",diego.tanaka@example.com,"Sep 19, 2026","7711,85"
440715,Nadia Iyer,nadia.iyer@example.com,"Aug 24, 2026","7668,06"
685681,"Novak, Amara",amara.novak@example.com,15.08.2026,"8408,77"
92439,Priya Nair,priya.nair@example.com,"Feb 22, 2026","9421,05"
0359681,Mei Novak,mei.novak@example.com,27.02.2026,"8929,84"
757637,Tomas Haddad,tomas.haddad@example.com,18.01.2026,"4715,06"
220972,Yuki Sato,yuki.sato@example.com,23.05.2026,"9715,64"
384266,Omar Fontaine,omar.fontaine@example.com,"Apr 28, 2026","6563,71"
0159054,Sofia Okafor,sofia.okafor@example.com,04.02.2026,"3060,92"
809510,Ingrid Alvarez,ingrid.alvarez@example.com,"Mar 15, 2026","8315,75"
271381,Diego Fontaine,diego.fontaine@example.com,26.01.2026,"6270,40"
688083,Clara Lindqvist,clara.lindqvist@example.com,16.04.2026,"7678,15"
665900,Ravi Iyer,ravi.iyer@example.com,16.02.2026,"8829,67"
768817,"Nair, Diego",diego.nair@example.com,28.05.2026,"6378,72"
106670,Jonas Rossi,jonas.rossi@example.com,10.11.2026,"2818,18"
0071787,Ravi Moreau,ravi.moreau@example.com,"Jan 23, 2026","1556,98"
473381,Hugo Petrov,hugo.petrov@example.com,18.12.2026,"5152,40"
438297,Tomas Diallo,tomas.diallo@example.com,15.09.2026,"5811,26"
684613,Maya Alvarez,,"Mar 7, 2026","1277,65"
0318947,Ingrid Berg,ingrid.berg@example.com,28.07.2026,"3211,65"
896015,Kenji Lindqvist,kenji.lindqvist@example.com,"Feb 2, 2026","6225,40"
