ID,Name,Email,Date,Total
180015,Rosa Khan,rosa.khan@example.com,2026-04-25,"$1,416.87"
504054,Rosa Torres,rosa.torres@example.com,2026-08-24,"$6,380.60"
276232,"Novak, Tomas",tomas.novak@example.com,2026-11-11,"$5,282.72"
296173,Jonas Tanaka,jonas.tanaka@example.com,2026-06-03,"(3,436.77)"
114075,Elias Petrov,elias.petrov@example.com,2026-05-20,"(8,414.59)"
737600,Omar Okafor,omar.okafor@example.com,2026-02-08,"(3,951.60)"
0796513,Ingrid Fontaine,ingrid.fontaine@example.com,2026-08-04,"$7,061.97"
745318,Yuki Fontaine,yuki.fontaine@example.com,2026-09-28,"$3,887.19"
0203065,Sofia Tanaka,sofia.tanaka@example.com,2026-10-16,"$1,922.50"
0282370,Rosa Khan,rosa.khan@example.com,2026-10-14,"$1,333.81"
590332,Jonas Torres,jonas.torres@example.com,2026-07-17,"$9,862.16"
93308,"Sato, Zara",zara.sato@example.com,2026-07-04,"$6,840.69"
839328,Yuki Haddad,yuki.haddad@example.com,2026-12-15,"$8,345.53"
0737737,Hugo Alvarez,hugo.alvarez@example.com,2026-12-18,"$7,763.10"
739420,Rosa Alvarez,,2026-02-04,"$1,010.59"
119975,"Johansson, Zara",zara.johansson@example.com,2026-03-22,"$6,199.61"
137859,Felix Torres,felix.torres@example.com,2026-01-22,"$8,724.20"
797347,Zara Costa,zara.costa@example.com,2026-03-13,"(1,783.92)"
863795,Sofia Khan,sofia.khan@example.com,2026-08-23,"$7,231.18"
690141,Hugo Nair,hugo.nair@example.com,2026-01-03,"$1,184.32"
699502,Maya Nair,maya.nair@example.com,2026-11-02,"$4,926.48"
226945,Elias Torres,elias.torres@example.com,2026-10-03,"$1,715.48"
169821,Felix Costa,felix.costa@example.com,2026-09-03,"$9,599.07"
824654,Mei Petrov,mei.petrov@example.com,2026-02-21,"$7,658.89"
0080761,Sofia Stone,sofia.stone@example.com,2026-08-10,"$2,595.30"
746198,Jonas Chen,jonas.chen@example.com,2026-01-09,"$4,019.48"
195453,Zara Johansson,zara.johansson@example.com,2026-06-21,"$7,905.65"
426416,Mei McAllister,mei.mcallister@example.com,2026-07-20,"$4,910.06"
249023,Tomas Haddad,tomas.haddad@example.com,2026-07-07,"$7,353.61"
0679369,Rosa Diallo,rosa.diallo@example.com,2026-12-24,"$2,718.22"
451900,Marco Diallo,marco.diallo@example.com,2026-08-14,"$1,718.55"
150988,Clara Torres,clara.torres@example.com,2026-12-04,"$2,007.92"
843499,Jonas Novak,jonas.novak@example.com,2026-04-10,"$5,525.13"
0365070,Priya Weber,priya.weber@example.com,2026-08-15,"$8,270.17"
797078,Pavel Chen,pavel.chen@example.com,2026-07-22,"(5,973.78)"
505197,Rosa Weber,rosa.weber@example.com,2026-07-08,"$6,302.22"
297965,Hugo Berg,hugo.berg@example.com,2026-11-13,"$9,674.59"
385760,"Sato, Priya",priya.sato@example.com,2026-07-03,"$1,404.79"
283526,Tomas Fontaine,tomas.fontaine@example.com,2026-10-07,"$7,382.85"
478251,Pavel Okafor,pavel.okafor@example.com,2026-08-04,"$5,938.72"
261813,Clara Iyer,clara.iyer@example.com,2026-12-25,"$2,864.42"
228158,Pavel Haddad,pavel.haddad@example.com,2026-08-18,"$9,811.62"
517093,Zara Johansson,zara.johansson@example.com,2026-02-13,"$3,157.80"
0714131,Mei Nair,mei.nair@example.com,2026-07-11,"$5,511.69"
225109,Hugo Torres,hugo.torres@example.com,2026-05-23,"(4,948.09)"
422350,Leila Stone,leila.stone@example.com,2026-05-24,"$5,508.75"
124412,Amara Moreau,amara.moreau@example.com,2026-03-23,"$1,472.85"
52258,"Petrov, Priya",priya.petrov@example.com,2026-09-15,"$9,043.72"
734002,"Weber, Maya",maya.weber@example.com,2026-07-18,$328.17
705039,Elias Petrov,elias.petrov@example.com,2026-04-28,"$3,893.29"
365593,Leila Okafor,leila.okafor@example.com,2026-10-05,"$7,237.62"
374264,Rosa Johansson,rosa.johansson@example.com,2026-11-18,"(1,706.77)"
0520697,Elias Torres,elias.torres@example.com,2026-02-06,"$8,192.15"
572842,Pavel Haddad,pavel.haddad@example.com,2026-03-28,"$1,628.35"
736426,Anna Moreau,,2026-04-09,"(5,022.67)"
767093,Priya Khan,,2026-07-18,"$4,777.83"
103159,Omar Moreau,omar.moreau@example.com,2026-12-14,"(4,487.97)"
635055,Felix Silva,felix.silva@example.com,2026-06-08,"$9,261.42"
67137,Hugo Alvarez,hugo.alvarez@example.com,2026-05-21,"$8,045.65"
817391,Sofia Alvarez,sofia.alvarez@example.com,2026-02-04,"$1,067.46"
730923,Diego Alvarez,,2026-01-17,"$7,161.26"
487636,Clara Petrov,clara.petrov@example.com,2026-01-02,"$2,286.25"
232178,Pavel Berg,pavel.berg@example.com,2026-09-20,"$2,148.29"
29372,Zara Torres,zara.torres@example.com,2026-12-09,"$3,591.65"
484195,Ravi Silva,ravi.silva@example.com,2026-11-19,"$8,726.84"
36966,Ravi Chen,ravi.chen@example.com,2026-07-22,"$9,420.41"
128435,Hugo Haddad,hugo.haddad@example.com,2026-01-11,"$6,679.51"
883499,"Tanaka, Jonas",jonas.tanaka@example.com,2026-04-09,"$8,036.90"
325175,Anna Khan,anna.khan@example.com,2026-01-09,"$7,896.79"
564895,Marco Weber,marco.weber@example.com,2026-04-24,"$5,538.15"
771883,Nadia Khan,nadia.khan@example.com,2026-01-20,"$4,935.21"
32968,Clara Iyer,clara.iyer@example.com,2026-09-21,"$5,480.77"
68673,Diego Alvarez,diego.alvarez@example.com,2026-07-21,"$9,579.79"
504892,Clara Diallo,clara.diallo@example.com,2026-09-23,"(6,279.88)"
899024,"Rossi, Mei",mei.rossi@example.com,2026-03-28,"$1,091.89"
751919,Clara Weber,clara.weber@example.com,2026-03-10,"$2,249.65"
419607,Tomas Diallo,tomas.diallo@example.com,2026-02-17,"(6,381.33)"
0072992,Jonas Diallo,jonas.diallo@example.com,2026-04-11,"$4,857.21"
472047,Anna Weber,anna.weber@example.com,2026-09-11,$459.86
216587,Ingrid McAllister,ingrid.mcallister@example.com,2026-06-18,"$2,998.25"
480874,Yuki Tanaka,,2026-11-08,"$6,754.93"
776453,Kenji Rossi,kenji.rossi@example.com,2026-10-07,"$8,027.61"
408201,Ravi Lindqvist,ravi.lindqvist@example.com,2026-05-04,"$2,217.67"
862440,Pavel Alvarez,pavel.alvarez@example.com,2026-10-06,(70.16)
678995,Amara Petrov,amara.petrov@example.com,2026-08-12,"$5,807.63"
0251954,Kenji Stone,kenji.stone@example.com,2026-03-13,"$6,055.73"
0276466,Zara Alvarez,zara.alvarez@example.com,2026-10-24,"$5,052.94"
0348136,Mei Chen,mei.chen@example.com,2026-06-28,"$4,670.35"
201530,Diego Fontaine,diego.fontaine@example.com,2026-09-17,"$9,769.69"
852880,Nadia Rossi,nadia.rossi@example.com,2026-03-10,"$8,601.49"
299865,Ravi Silva,,2026-07-03,"$7,403.77"
0790068,Omar Berg,,2026-12-28,"$3,017.72"
863863,"Novak, Elias",elias.novak@example.com,2026-02-27,"$9,198.42"
731319,Rosa Tanaka,rosa.tanaka@example.com,2026-04-21,"$8,466.57"
724963,Kenji Silva,kenji.silva@example.com,2026-08-06,"$3,716.20"
217004,Yuki Lindqvist,yuki.lindqvist@example.com,2026-03-21,"$4,555.59"
895947,"Haddad, Priya",priya.haddad@example.com,2026-04-01,"$2,609.23"
126953,Jonas Diallo,jonas.diallo@example.com,2026-10-08,"$8,838.89"
0674460,Zara Weber,zara.weber@example.com,2026-12-17,"$3,694.36"
0222929,"Diallo, Elias",elias.diallo@example.com,2026-09-01,(54.45)
307421,Mei Alvarez,mei.alvarez@example.com,2026-01-25,"$3,452.20"
686738,"Nair, Omar",omar.nair@example.com,2026-05-05,"$4,650.16"
99262,Tomas Torres,tomas.torres@example.com,2026-06-12,"$2,703.75"
129494,"Johansson, Mei",,2026-04-18,"$7,647.86"
589662,Amara Silva,amara.silva@example.com,2026-01-14,"$1,989.88"
866878,Kenji Iyer,kenji.iyer@example.com,2026-01-26,"$2,147.56"
887675,"Nair, Nadia",nadia.nair@example.com,2026-09-20,"$9,158.53"
287790,Nadia McAllister,nadia.mcallister@example.com,2026-06-17,"$8,316.56"
313704,Tomas Chen,tomas.chen@example.com,2026-09-01,$609.38
784338,Rosa Sato,rosa.sato@example.com,2026-04-12,"$9,013.47"
548953,Omar Petrov,omar.petrov@example.com,2026-03-08,"$8,747.89"
212057,Maya Berg,maya.berg@example.com,2026-06-23,"$8,293.31"
226799,Felix Fontaine,felix.fontaine@example.com,2026-10-20,"$2,291.14"
94297,"Torres, Mei",mei.torres@example.com,2026-07-22,"$9,041.89"
34715,Jonas Sato,jonas.sato@example.com,2026-04-06,"$5,502.41"
772958,Hugo Berg,hugo.berg@example.com,2026-01-22,"$2,468.37"
192474,Rosa Nair,,2026-06-06,"$9,434.32"
0580608,Kenji Torres,kenji.torres@example.com,2026-12-23,"$4,758.41"
239479,Leila Haddad,leila.haddad@example.com,2026-07-08,"$9,820.23"
259047,Amara Torres,amara.torres@example.com,2026-01-12,"$9,513.33"
723033,Kenji Stone,kenji.stone@example.com,2026-06-12,"$7,395.03"
0634666,Anna Nair,anna.nair@example.com,2026-01-09,"$4,030.24"
0871225,Marco Berg,marco.berg@example.com,2026-12-17,"$5,010.45"
294980,"Petrov, Clara",clara.petrov@example.com,2026-06-05,"$2,152.14"
868546,"Fontaine, Zara",zara.fontaine@example.com,2026-02-10,"$3,622.49"
0732570,Yuki Chen,yuki.chen@example.com,2026-11-19,"$4,867.88"
12539,Jonas Tanaka,jonas.tanaka@example.com,2026-03-07,"$5,588.31"
225286,Diego Petrov,diego.petrov@example.com,2026-07-03,"$7,826.55"
877574,"Fontaine, Maya",maya.fontaine@example.com,2026-05-22,"$2,373.69"
470732,"Stone, Diego",diego.stone@example.com,2026-11-01,(542.77)
634948,Clara Khan,clara.khan@example.com,2026-04-06,"$4,120.93"
0431347,Priya Berg,priya.berg@example.com,2026-06-04,"$3,403.53"
763947,Elias Novak,elias.novak@example.com,2026-04-26,"$7,940.13"
651121,Sofia Iyer,,2026-06-12,"$2,940.60"
266953,"Stone, Amara",amara.stone@example.com,2026-07-06,"$9,532.12"
640732,"Alvarez, Diego",diego.alvarez@example.com,2026-10-19,"$1,568.60"
623742,Diego Chen,diego.chen@example.com,2026-09-23,"$5,049.43"
742578,Clara Chen,clara.chen@example.com,2026-03-11,"$3,353.79"
188812,Clara Fontaine,clara.fontaine@example.com,2026-09-06,"$8,610.51"
772173,Mei Fontaine,mei.fontaine@example.com,2026-04-09,"$3,105.47"
429245,Rosa Novak,rosa.novak@example.com,2026-08-06,"(5,586.67)"
0524075,Nadia Khan,nadia.khan@example.com,2026-12-21,"$4,690.34"
862489,Diego Lindqvist,diego.lindqvist@example.com,2026-11-11,"$9,252.99"
546697,Anna Berg,anna.berg@example.com,2026-05-05,"$2,291.73"
20382,Anna Alvarez,anna.alvarez@example.com,2026-03-06,"$2,091.13"
858099,Pavel Silva,pavel.silva@example.com,2026-08-02,"$9,089.86"
572573,"Haddad, Leila",leila.haddad@example.com,2026-07-19,"$6,194.34"
34542,Sofia Sato,sofia.sato@example.com,2026-12-02,"(4,834.06)"
466849,Mei McAllister,mei.mcallister@example.com,2026-05-13,"$2,429.49"
306742,Priya Okafor,,2026-01-08,"(9,848.40)"
538225,Clara Alvarez,,2026-07-26,"$6,205.70"
77811,Clara Weber,clara.weber@example.com,2026-12-04,"$6,909.09"
558789,Hugo Moreau,hugo.moreau@example.com,2026-04-16,"$6,135.84"
259222,"Fontaine, Kenji",kenji.fontaine@example.com,2026-09-01,"$5,029.63"
0359764,Clara Khan,clara.khan@example.com,2026-06-08,"$3,603.12"
450192,Tomas Silva,tomas.silva@example.com,2026-08-26,$232.44
112109,"Costa, Maya",maya.costa@example.com,2026-05-02,"$2,947.10"
830429,Ravi Moreau,ravi.moreau@example.com,2026-10-01,"$6,143.59"
430940,Marco Silva,marco.silva@example.com,2026-07-24,"$8,027.76"
