cust_id,client,contact,when,value
737111,Marco Torres,marco.torres@example.com,15.12.2026,"6687,87"
296436,Leila Petrov,leila.petrov@example.com,06.08.2026,"1321,46"
231429,Ravi Rossi,ravi.rossi@example.com,"Mar 22, 2026","6098,43"
788438,Nadia Stone,nadia.stone@example.com,19.03.2026,"8264,95"
599785,Kenji Lindqvist,kenji.lindqvist@example.com,27.04.2026,"6897,64"
648824,Zara Lindqvist,zara.lindqvist@example.com,"Nov 9, 2026","6326,25"
674338,Rosa Petrov,rosa.petrov@example.com,"Aug 17, 2026","4077,87"
698555,Diego Alvarez,,"Jan 19, 2026","43,29"
449130,Diego Weber,,17.09.2026,"6127,87"
0069148,Jonas Nair,jonas.nair@example.com,"Jul 21, 2026","5095,37"
582410,Marco Novak,marco.novak@example.com,"Apr 10, 2026","9532,23"
61418,Anna Diallo,anna.diallo@example.com,"Jun 2, 2026","2319,18"
159928,Rosa Okafor,rosa.okafor@example.com,"Nov 21, 2026","537,08"
849143,Nadia Khan,,12.08.2026,"3689,35"
463587,Maya Lindqvist,maya.lindqvist@example.com,21.11.2026,"8321,05"
158036,Diego Chen,diego.chen@example.com,16.10.2026,"188,12"
0147028,Pavel Fontaine,pavel.fontaine@example.com,"Mar 8, 2026","5616,83"
0195001,Nadia Khan,nadia.khan@example.com,19.09.2026,"7535,30"
577109,Omar Iyer,omar.iyer@example.com,22.08.2026,"8946,00"
0118620,Marco Silva,marco.silva@example.com,17.10.2026,"5947,54"
69388,Amara Stone,amara.stone@example.com,11.11.2026,"7716,29"
441082,"Sato, Ingrid",ingrid.sato@example.com,"Oct 27, 2026","8410,89"
0078752,Elias Stone,elias.stone@example.com,"Jul 23, 2026","5976,38"
133157,Leila Nair,leila.nair@example.com,20.12.2026,"7102,48"
846106,Kenji Lindqvist,kenji.lindqvist@example.com,"Jun 28, 2026","5967,12"
667950,Ingrid Berg,ingrid.berg@example.com,27.12.2026,"8154,83"
152311,Clara Lindqvist,clara.lindqvist@example.com,17.06.2026,"4021,88"
373047,Zara Iyer,zara.iyer@example.com,10.08.2026,"9037,84"
704127,Marco Silva,marco.silva@example.com,"Aug 17, 2026","584,89"
610719,Diego Tanaka,diego.tanaka@example.com,"Feb 21, 2026","5507,26"
878644,"Fontaine, Elias",elias.fontaine@example.com,"Jul 9, 2026","673,00"
253922,Tomas Rossi,tomas.rossi@example.com,"Aug 27, 2026","1148,60"
246705,"Haddad, Yuki",yuki.haddad@example.com,26.10.2026,"5787,36"
680736,Leila Khan,leila.khan@example.com,"May 16, 2026","5636,94"
552752,Jonas Diallo,jonas.diallo@example.com,"Aug 14, 2026","5006,50"
898412,"Alvarez, Kenji",kenji.alvarez@example.com,02.05.2026,"1574,47"
205059,"Tanaka, Yuki",yuki.tanaka@example.com,"Apr 17, 2026","8494,96"
392836,Omar Diallo,omar.diallo@example.com,"Dec 16, 2026","9787,37"
659113,Rosa Khan,rosa.khan@example.com,24.02.2026,"7420,73"
0281917,Diego Torres,diego.torres@example.com,12.02.2026,"6961,55"
364429,Maya Johansson,maya.johansson@example.com,16.05.2026,"2428,72"
690064,Sofia Moreau,sofia.moreau@example.com,"Apr 13, 2026","5452,39"
154171,Kenji Moreau,kenji.moreau@example.com,20.10.2026,"217,15"
446159,Zara Alvarez,,25.05.2026,"4000,83"
739051,Rosa Chen,rosa.chen@example.com,"Aug 13, 2026","1801,17"
11870,Zara Rossi,zara.rossi@example.com,"Sep 27, 2026","369,32"
348753,Ingrid Petrov,,"Jul 12, 2026","5532,41"
189881,Pavel Moreau,pavel.moreau@example.com,"Mar 12, 2026","2260,66"
177161,Felix Silva,felix.silva@example.com,"Jul 4, 2026","7389,14"
852073,Clara Okafor,clara.okafor@example.com,09.12.2026,"200,69"
0386009,"Sato, Diego",diego.sato@example.com,25.01.2026,"9470,60"
403794,Hugo Silva,hugo.silva@example.com,11.07.2026,"4698,00"
250791,Jonas Costa,jonas.costa@example.com,22.07.2026,"6184,13"
