cust_id,client,contact,when,value
688238,Maya Khan,maya.khan@example.com,"Feb 27, 2026","2916,91"
240685,Nadia Alvarez,nadia.alvarez@example.com,07.02.2026,"46,87"
858247,Clara Costa,clara.costa@example.com,"Jan 1, 2026","3895,85"
109410,"Fontaine, Hugo",hugo.fontaine@example.com,"Dec 26, 2026","7560,17"
230020,Omar Stone,omar.stone@example.com,"Jun 2, 2026","892,68"
684947,Clara Silva,clara.silva@example.com,25.05.2026,"536,59"
770019,Amara Moreau,amara.moreau@example.com,19.01.2026,"1159,09"
218167,Elias Haddad,,08.11.2026,"195,30"
621105,Maya Moreau,maya.moreau@example.com,"Aug 6, 2026","6254,06"
672823,Anna Moreau,anna.moreau@example.com,"May 6, 2026","2933,93"
364972,Diego Chen,diego.chen@example.com,24.10.2026,"8159,46"
499138,Diego Sato,diego.sato@example.com,22.02.2026,"4524,37"
0782148,Nadia Haddad,nadia.haddad@example.com,05.08.2026,"7076,42"
0519430,Felix Fontaine,felix.fontaine@example.com,08.12.2026,"2974,53"
703828,Marco Berg,marco.berg@example.com,09.04.2026,"3164,80"
671639,Amara Petrov,amara.petrov@example.com,17.03.2026,"8014,12"
729982,Jonas Fontaine,jonas.fontaine@example.com,"Aug 13, 2026","7212,82"
0130656,Anna Fontaine,,"Apr 27, 2026","463,05"
0700728,Tomas Sato,tomas.sato@example.com,15.08.2026,"2647,54"
360573,Marco Stone,marco.stone@example.com,"Mar 18, 2026","3194,68"
557117,Diego Torres,diego.torres@example.com,"Nov 10, 2026","534,07"
744557,Jonas Weber,jonas.weber@example.com,12.05.2026,"6803,24"
0724705,Hugo Berg,hugo.berg@example.com,12.09.2026,"3779,61"
791506,"Alvarez, Elias",elias.alvarez@example.com,05.05.2026,"2434,46"
465147,Nadia Moreau,nadia.moreau@example.com,"Dec 8, 2026","4758,83"
0541966,Maya Iyer,maya.iyer@example.com,"Jul 19, 2026","5978,20"
234745,Nadia Alvarez,nadia.alvarez@example.com,"Oct 16, 2026","3482,28"
577096,"Iyer, Nadia",nadia.iyer@example.com,04.12.2026,"5640,77"
0070753,Marco Iyer,marco.iyer@example.com,21.01.2026,"2814,61"
75074,Hugo Silva,hugo.silva@example.com,"Jul 8, 2026","7156,23"
0072497,Marco Moreau,marco.moreau@example.com,11.05.2026,"4945,01"
239900,"Sato, Ingrid",ingrid.sato@example.com,15.08.2026,"2612,70"
425048,Priya Iyer,priya.iyer@example.com,"Sep 20, 2026","4085,10"
718599,Nadia Johansson,nadia.johansson@example.com,09.09.2026,"1080,19"
271165,Omar McAllister,omar.mcallister@example.com,"Jan 4, 2026","4268,12"
639940,Zara Moreau,zara.moreau@example.com,"Oct 7, 2026","39,23"
0442696,Ravi Moreau,ravi.moreau@example.com,"Jun 1, 2026","2956,15"
71946,"McAllister, Priya",priya.mcallister@example.com,11.04.2026,"5367,44"
240380,"Okafor, Tomas",tomas.okafor@example.com,"May 27, 2026","4842,47"
706244,Ingrid Haddad,ingrid.haddad@example.com,23.04.2026,"8384,64"
0020482,Clara Haddad,clara.haddad@example.com,26.07.2026,"5428,78"
0071783,Amara Nair,amara.nair@example.com,"Sep 13, 2026","5900,94"
194031,Tomas Lindqvist,tomas.lindqvist@example.com,"Oct 22, 2026","3018,77"
578247,Ravi Petrov,ravi.petrov@example.com,08.04.2026,"5658,25"
431573,Anna Novak,anna.novak@example.com,23.01.2026,"7190,53"
0740826,Elias McAllister,elias.mcallister@example.com,18.06.2026,"6897,50"
722641,Ravi Haddad,ravi.haddad@example.com,20.05.2026,"7537,60"
563108,Zara McAllister,zara.mcallister@example.com,20.09.2026,"8568,53"
154523,Omar Diallo,omar.diallo@example.com,"Feb 13, 2026","7833,46"
0166801,Pavel Silva,pavel.silva@example.com,"Jun 9, 2026","5722,83"
658338,Yuki McAllister,yuki.mcallister@example.com,"Feb 10, 2026","5825,86"
0451637,Ravi Berg,ravi.berg@example.com,02.06.2026,"3052,08"
0680355,Amara Petrov,amara.petrov@example.com,"Sep 13, 2026","246,17"
102929,Rosa Diallo,rosa.diallo@example.com,"Mar 10, 2026","4590,92"
87755,Felix Moreau,felix.moreau@example.com,"Oct 17, 2026","1954,16"
88224,Tomas Haddad,tomas.haddad@example.com,13.05.2026,"467,27"
0312120,Tomas Silva,tomas.silva@example.com,"Jul 19, 2026","4234,36"
365833,Anna Sato,anna.sato@example.com,04.02.2026,"5662,27"
544166,"Johansson, Jonas",jonas.johansson@example.com,24.11.2026,"6454,99"
513533,Maya Weber,maya.weber@example.com,25.03.2026,"1974,42"
718938,Nadia Lindqvist,nadia.lindqvist@example.com,"Oct 9, 2026","4468,40"
445245,Felix Alvarez,,21.07.2026,"5967,92"
796032,Mei Tanaka,mei.tanaka@example.com,"Nov 19, 2026","3189,11"
0644295,Amara Stone,amara.stone@example.com,"Mar 24, 2026","3909,19"
795537,Nadia Stone,nadia.stone@example.com,13.12.2026,"4034,52"
0779727,Tomas Weber,tomas.weber@example.com,"Nov 16, 2026","9763,17"
0451329,Ravi Johansson,ravi.johansson@example.com,07.04.2026,"3889,92"
317391,Ravi Torres,ravi.torres@example.com,06.12.2026,"5709,59"
898522,Nadia Diallo,nadia.diallo@example.com,"Jul 18, 2026","4323,78"
769060,Yuki Diallo,yuki.diallo@example.com,20.10.2026,"942,23"
324619,Maya Torres,maya.torres@example.com,"Nov 21, 2026","1688,80"
663110,Amara Torres,,"Feb 11, 2026","4174,08"
0740837,Hugo Rossi,hugo.rossi@example.com,17.12.2026,"3811,76"
0377759,Ravi Silva,ravi.silva@example.com,"Feb 15, 2026","4454,81"
702054,Amara Sato,amara.sato@example.com,"Apr 12, 2026","1402,24"
311959,Yuki Costa,yuki.costa@example.com,20.10.2026,"9570,96"
76765,Ingrid Sato,ingrid.sato@example.com,17.09.2026,"8908,60"
102681,Maya Diallo,maya.diallo@example.com,25.10.2026,"6490,80"
778743,"Weber, Mei",mei.weber@example.com,05.07.2026,"67,11"
177334,Felix Lindqvist,felix.lindqvist@example.com,04.10.2026,"9973,77"
691720,Rosa Lindqvist,rosa.lindqvist@example.com,"May 4, 2026","2761,64"
391766,Nadia Moreau,nadia.moreau@example.com,"Mar 25, 2026","5764,08"
0852550,Zara Tanaka,zara.tanaka@example.com,08.12.2026,"5604,21"
857030,Felix Berg,felix.berg@example.com,"Dec 3, 2026","2071,00"
680446,Leila Okafor,leila.okafor@example.com,10.01.2026,"1264,12"
206434,Anna Berg,anna.berg@example.com,11.06.2026,"8637,55"
97771,Elias Khan,elias.khan@example.com,05.06.2026,"195,29"
240233,Yuki Nair,yuki.nair@example.com,"Oct 23, 2026","185,37"
604749,Ingrid Torres,ingrid.torres@example.com,05.12.2026,"1361,21"
715534,Pavel Sato,pavel.sato@example.com,14.11.2026,"5865,44"
534458,Felix Novak,felix.novak@example.com,04.06.2026,"4108,01"
863651,Jonas Alvarez,jonas.alvarez@example.com,11.10.2026,"5901,53"
832689,Diego Stone,diego.stone@example.com,24.11.2026,"5002,89"
477297,Mei Stone,mei.stone@example.com,"Mar 17, 2026","264,84"
101949,Diego Moreau,diego.moreau@example.com,"Mar 23, 2026","6043,28"
761399,Omar McAllister,omar.mcallister@example.com,12.07.2026,"5031,13"
0898104,Hugo Silva,hugo.silva@example.com,"Feb 22, 2026","5562,15"
173933,Marco Chen,marco.chen@example.com,"Oct 17, 2026","2837,71"
665838,Sofia Rossi,sofia.rossi@example.com,25.11.2026,"3047,18"
464111,"Chen, Mei",mei.chen@example.com,21.03.2026,"6963,49"
