cust_id,client,contact,when,value
0212203,Felix Chen,felix.chen@example.com,08.07.2026,"2616,38"
406575,Omar Weber,omar.weber@example.com,28.09.2026,"920,44"
0838626,Leila Khan,leila.khan@example.com,13.02.2026,"4299,50"
581825,Maya Sato,maya.sato@example.com,07.07.2026,"9226,27"
745735,Nadia Alvarez,nadia.alvarez@example.com,"Apr 25, 2026","9811,58"
0253960,Ravi Torres,ravi.torres@example.com,"Mar 26, 2026","2242,91"
258900,"Nair, Ravi",ravi.nair@example.com,13.11.2026,"7957,68"
0105748,Clara McAllister,clara.mcallister@example.com,"May 13, 2026","5407,45"
19341,Hugo Moreau,hugo.moreau@example.com,12.04.2026,"1471,01"
420992,Marco Diallo,marco.diallo@example.com,"Apr 24, 2026","5105,57"
242798,Yuki Moreau,yuki.moreau@example.com,"Oct 4, 2026","5224,57"
0155356,Priya Silva,priya.silva@example.com,10.07.2026,"4261,82"
811112,Kenji Torres,kenji.torres@example.com,10.09.2026,"7750,72"
272366,Pavel Johansson,pavel.johansson@example.com,"Feb 11, 2026","4266,26"
614571,"Silva, Rosa",rosa.silva@example.com,"Aug 25, 2026","6522,65"
19202,Ravi Sato,ravi.sato@example.com,09.06.2026,"4835,44"
560456,Diego Chen,diego.chen@example.com,04.11.2026,"8437,35"
101222,Priya Berg,priya.berg@example.com,"Jan 15, 2026","3745,69"
417561,Ingrid Sato,ingrid.sato@example.com,"Nov 5, 2026","5691,07"
26665,Kenji Weber,kenji.weber@example.com,"Sep 18, 2026","473,87"
837802,Zara Moreau,zara.moreau@example.com,"Oct 7, 2026","2042,21"
66608,Anna Alvarez,anna.alvarez@example.com,"Aug 11, 2026","7977,75"
0833995,"Moreau, Sofia",sofia.moreau@example.com,"Nov 12, 2026","657,98"
0249950,Ingrid Weber,ingrid.weber@example.com,15.09.2026,"4561,48"
735140,Omar Tanaka,omar.tanaka@example.com,"Sep 25, 2026","6736,27"
694139,Leila McAllister,leila.mcallister@example.com,22.02.2026,"4970,20"
370768,Tomas Weber,tomas.weber@example.com,"Sep 14, 2026","4307,34"
513404,Jonas Sato,jonas.sato@example.com,25.01.2026,"592,65"
217471,Nadia Iyer,nadia.iyer@example.com,"Apr 7, 2026","158,11"
305532,"Iyer, Hugo",hugo.iyer@example.com,"Jan 18, 2026","2588,79"
0867831,Anna Chen,anna.chen@example.com,17.02.2026,"963,04"
0516415,Zara Rossi,zara.rossi@example.com,17.10.2026,"5635,42"
518725,Jonas Weber,jonas.weber@example.com,27.08.2026,"8194,24"
599039,Yuki Khan,yuki.khan@example.com,"Feb 14, 2026","9356,39"
362577,Priya Weber,priya.weber@example.com,26.11.2026,"9327,62"
279521,Jonas Berg,jonas.berg@example.com,10.09.2026,"2697,86"
252646,Kenji Weber,,19.08.2026,"9133,54"
