cust_id,client,contact,when,value
385555,"Johansson, Hugo",hugo.johansson@example.com,21.02.2026,"4957,51"
708424,Nadia Rossi,nadia.rossi@example.com,10.05.2026,"4680,31"
290708,Elias Weber,elias.weber@example.com,25.11.2026,"9156,32"
334442,Zara Novak,,17.02.2026,"8795,83"
317782,Felix Sato,felix.sato@example.com,"Jul 5, 2026","7983,65"
463000,Anna Chen,anna.chen@example.com,"Apr 28, 2026","7955,77"
891253,Pavel Haddad,pavel.haddad@example.com,"Feb 10, 2026","3693,23"
741701,Leila Okafor,leila.okafor@example.com,23.02.2026,"6161,74"
406043,Clara Silva,clara.silva@example.com,08.06.2026,"5295,07"
0265349,"Alvarez, Clara",clara.alvarez@example.com,03.02.2026,"6372,51"
0192150,Rosa Fontaine,rosa.fontaine@example.com,"Apr 5, 2026","8223,68"
215642,Elias Alvarez,elias.alvarez@example.com,"Jun 11, 2026","5456,91"
0405022,Mei Nair,mei.nair@example.com,"Jan 18, 2026","9775,12"
0889014,Anna Fontaine,anna.fontaine@example.com,23.11.2026,"7930,77"
275301,"Silva, Elias",elias.silva@example.com,"Apr 23, 2026","1457,71"
223745,Amara Petrov,amara.petrov@example.com,"Apr 14, 2026","1800,73"
0649941,Rosa Chen,rosa.chen@example.com,"May 26, 2026","5329,30"
559473,Ravi Fontaine,ravi.fontaine@example.com,"May 28, 2026","6692,56"
427651,Mei Weber,mei.weber@example.com,01.11.2026,"8019,03"
452043,Leila Sato,leila.sato@example.com,"Mar 24, 2026","8531,19"
498053,Amara Sato,amara.sato@example.com,11.10.2026,"8700,99"
878789,Leila Khan,leila.khan@example.com,"May 14, 2026","810,90"
0147606,Hugo Moreau,hugo.moreau@example.com,02.06.2026,"3200,48"
0171484,"Costa, Sofia",sofia.costa@example.com,08.04.2026,"2182,98"
436615,Anna Tanaka,anna.tanaka@example.com,02.03.2026,"6132,99"
416535,Jonas Johansson,jonas.johansson@example.com,"Oct 6, 2026","9070,06"
168253,Clara Moreau,clara.moreau@example.com,20.05.2026,"9660,41"
171324,Mei Stone,mei.stone@example.com,"Jul 14, 2026","6900,00"
890610,Ravi Torres,ravi.torres@example.com,"Sep 19, 2026","9416,55"
59230,Jonas Weber,jonas.weber@example.com,"Nov 15, 2026","6073,04"
