ID,Name,Email,Date,Total
354154,Leila Nair,leila.nair@example.com,2026-04-15,"$2,230.38"
0247550,Jonas Berg,jonas.berg@example.com,2026-01-14,"$6,684.34"
524133,"Berg, Ingrid",ingrid.berg@example.com,2026-01-05,"$7,528.15"
244216,Elias Haddad,elias.haddad@example.com,2026-01-21,"$8,389.13"
0033632,Jonas Torres,jonas.torres@example.com,2026-05-28,"$7,217.20"
0782854,Ingrid Diallo,ingrid.diallo@example.com,2026-03-14,"$9,363.32"
237507,Mei Okafor,mei.okafor@example.com,2026-09-07,"$8,990.48"
380839,Ingrid McAllister,ingrid.mcallister@example.com,2026-10-11,$748.05
739679,"McAllister, Anna",anna.mcallister@example.com,2026-01-06,$605.96
876202,"Okafor, Leila",leila.okafor@example.com,2026-01-08,"(9,391.08)"
125304,Jonas Novak,jonas.novak@example.com,2026-03-01,"$8,262.29"
589180,Yuki Torres,yuki.torres@example.com,2026-01-23,"$5,559.00"
475890,Elias Novak,elias.novak@example.com,2026-04-01,"$4,546.07"
506479,Nadia Torres,nadia.torres@example.com,2026-10-26,"(6,749.21)"
310102,Amara Torres,amara.torres@example.com,2026-09-12,"$1,222.02"
259362,Hugo Silva,hugo.silva@example.com,2026-09-06,"$3,480.82"
348584,"Haddad, Nadia",nadia.haddad@example.com,2026-06-22,"$5,870.27"
0701216,Kenji Weber,kenji.weber@example.com,2026-09-11,"$1,172.06"
0621174,"Diallo, Nadia",nadia.diallo@example.com,2026-05-27,"$4,139.32"
244938,Diego Johansson,diego.johansson@example.com,2026-09-02,"(3,896.78)"
0334827,Rosa Lindqvist,rosa.lindqvist@example.com,2026-07-09,"$1,324.19"
0548728,Ingrid Moreau,ingrid.moreau@example.com,2026-03-23,"$4,736.47"
63392,Clara Lindqvist,clara.lindqvist@example.com,2026-12-13,"$1,708.09"
174079,Marco Berg,marco.berg@example.com,2026-12-12,$600.94
0824219,"Khan, Diego",diego.khan@example.com,2026-09-21,"$8,620.18"
282307,Marco Nair,,2026-06-24,"$8,359.00"
425203,Maya Stone,maya.stone@example.com,2026-11-21,"$5,413.22"
0849730,Ravi Novak,ravi.novak@example.com,2026-05-02,$245.61
0466659,Jonas Chen,jonas.chen@example.com,2026-05-01,"$9,579.76"
88939,Felix Diallo,felix.diallo@example.com,2026-05-12,"(6,609.42)"
220393,Amara McAllister,amara.mcallister@example.com,2026-11-28,"$9,411.42"
233213,Zara Torres,zara.torres@example.com,2026-07-12,"$9,613.50"
881081,Rosa Tanaka,rosa.tanaka@example.com,2026-09-18,"$3,763.00"
0694753,Felix Okafor,felix.okafor@example.com,2026-03-08,"$9,362.72"
616544,Leila Petrov,leila.petrov@example.com,2026-08-18,"$1,125.70"
726714,Zara Iyer,zara.iyer@example.com,2026-02-10,"$3,335.51"
733301,Sofia Silva,sofia.silva@example.com,2026-11-25,"$3,963.72"
890247,Elias Okafor,elias.okafor@example.com,2026-01-17,"$6,867.83"
231657,"Alvarez, Priya",priya.alvarez@example.com,2026-03-14,"$9,388.72"
0573812,Yuki Torres,yuki.torres@example.com,2026-03-18,"$6,405.96"
663159,"Alvarez, Rosa",rosa.alvarez@example.com,2026-09-27,"$3,329.69"
209060,Marco Rossi,marco.rossi@example.com,2026-12-08,"$8,403.10"
555667,Yuki Tanaka,yuki.tanaka@example.com,2026-10-03,"$8,990.38"
