cust_id,client,contact,when,value
834884,Tomas Okafor,tomas.okafor@example.com,01.11.2026,"1406,10"
611790,Ravi Alvarez,ravi.alvarez@example.com,22.02.2026,"7551,99"
321444,Maya Nair,maya.nair@example.com,27.05.2026,"8822,76"
127220,Anna Stone,anna.stone@example.com,25.12.2026,"8586,52"
309515,"Okafor, Ingrid",ingrid.okafor@example.com,17.09.2026,"2378,02"
0713816,Amara Nair,amara.nair@example.com,"Feb 15, 2026","3965,37"
51491,Pavel Berg,pavel.berg@example.com,06.07.2026,"2459,95"
0656370,Omar Johansson,omar.johansson@example.com,"Apr 17, 2026","3790,68"
0390333,"Silva, Rosa",rosa.silva@example.com,"Jun 6, 2026","1419,58"
0380813,Omar Petrov,omar.petrov@example.com,20.06.2026,"3837,00"
262489,Nadia Berg,,"Sep 4, 2026","4717,36"
295378,Clara Novak,clara.novak@example.com,"May 4, 2026","4651,38"
883103,Tomas Diallo,tomas.diallo@example.com,13.10.2026,"4804,21"
353089,Hugo Tanaka,hugo.tanaka@example.com,03.02.2026,"5989,98"
184376,Yuki Moreau,yuki.moreau@example.com,"Sep 24, 2026","8782,33"
639871,Felix Stone,felix.stone@example.com,06.10.2026,"2023,02"
731712,Diego Moreau,diego.moreau@example.com,08.03.2026,"8042,61"
0696927,Nadia Iyer,nadia.iyer@example.com,13.02.2026,"8478,03"
661405,Sofia Alvarez,sofia.alvarez@example.com,22.03.2026,"8892,71"
0239770,Omar Chen,omar.chen@example.com,"Oct 11, 2026","3894,51"
722609,Mei Torres,mei.torres@example.com,17.12.2026,"9702,42"
304715,Mei Berg,mei.berg@example.com,"Jun 11, 2026","1405,84"
432017,Elias Petrov,elias.petrov@example.com,"Oct 9, 2026","1406,33"
404530,Hugo Okafor,hugo.okafor@example.com,06.05.2026,"3165,72"
514992,"Diallo, Amara",amara.diallo@example.com,"Nov 27, 2026","8099,71"
742621,Maya Moreau,maya.moreau@example.com,"Jul 2, 2026","2402,83"
541573,"Moreau, Rosa",rosa.moreau@example.com,06.04.2026,"7078,45"
502811,Priya Alvarez,priya.alvarez@example.com,"Nov 22, 2026","6608,55"
131914,Anna Novak,anna.novak@example.com,22.07.2026,"9947,17"
551514,Leila Chen,leila.chen@example.com,17.11.2026,"3513,15"
514248,Sofia Petrov,sofia.petrov@example.com,28.06.2026,"9957,49"
691176,Marco Rossi,marco.rossi@example.com,"Jul 13, 2026","7137,19"
484181,Elias McAllister,elias.mcallister@example.com,16.12.2026,"4447,36"
0833199,Marco Haddad,marco.haddad@example.com,"Dec 8, 2026","5773,11"
808074,Amara Chen,amara.chen@example.com,"Aug 9, 2026","385,73"
284766,Nadia Johansson,nadia.johansson@example.com,"Apr 24, 2026","4587,53"
