id,customer_name,email,date,amount
0813806,"Petrov, Rosa",rosa.petrov@example.com,03/21/2026,9956.6
0139646,Elias Johansson,elias.johansson@example.com,01/06/2026,8242.7
753462,Kenji Moreau,kenji.moreau@example.com,11/13/2026,8221.99
796623,Felix Alvarez,felix.alvarez@example.com,02/22/2026,784.93
0511954,Ingrid Fontaine,ingrid.fontaine@example.com,04/21/2026,7714.1
618533,Zara Nair,zara.nair@example.com,05/06/2026,9448.57
494980,Sofia Diallo,sofia.diallo@example.com,04/22/2026,8029.65
843869,Ravi Iyer,ravi.iyer@example.com,09/06/2026,802.52
480838,Anna Torres,anna.torres@example.com,09/05/2026,605.37
828313,Amara Okafor,amara.okafor@example.com,04/26/2026,2803.09
140768,Jonas Nair,jonas.nair@example.com,03/02/2026,9307.03
56211,"Stone, Hugo",hugo.stone@example.com,04/19/2026,4192.78
294999,Rosa Petrov,rosa.petrov@example.com,07/22/2026,2054.13
447335,Hugo Moreau,hugo.moreau@example.com,07/11/2026,4119.91
137864,Amara Haddad,amara.haddad@example.com,11/27/2026,3721.47
229940,"Alvarez, Omar",omar.alvarez@example.com,06/14/2026,6523.24
116624,Marco Alvarez,marco.alvarez@example.com,02/23/2026,1303.45
485140,"Novak, Anna",anna.novak@example.com,04/13/2026,9012.64
445892,Diego Sato,diego.sato@example.com,11/08/2026,9301.86
482126,Nadia Berg,nadia.berg@example.com,02/10/2026,9891.05
841506,Jonas Torres,jonas.torres@example.com,08/28/2026,7474.37
412681,Marco Petrov,marco.petrov@example.com,05/25/2026,9300.54
83652,Ravi Novak,ravi.novak@example.com,11/23/2026,6670.75
307215,"Iyer, Marco",marco.iyer@example.com,07/17/2026,1718.46
514791,Clara Silva,clara.silva@example.com,12/04/2026,6499.51
356153,Elias Johansson,elias.johansson@example.com,09/17/2026,7854.32
792081,Diego Fontaine,diego.fontaine@example.com,05/11/2026,979.26
86487,"Haddad, Jonas",jonas.haddad@example.com,10/22/2026,3763.33
819163,Sofia Novak,sofia.novak@example.com,01/21/2026,8832.39
236683,Tomas Novak,tomas.novak@example.com,11/10/2026,3636.8
209402,Omar Torres,,07/10/2026,6513.63
568573,Rosa Chen,rosa.chen@example.com,11/06/2026,2185.73
514309,Marco Haddad,marco.haddad@example.com,04/09/2026,1125.18
0170256,Jonas Weber,jonas.weber@example.com,10/08/2026,6887.77
862290,"Fontaine, Clara",clara.fontaine@example.com,05/13/2026,1294.18
