ID,Name,Email,Date,Total
821731,Sofia Sato,sofia.sato@example.com,2026-05-26,"$4,016.37"
313131,Diego Diallo,diego.diallo@example.com,2026-07-14,"$4,077.35"
0036792,Kenji Petrov,kenji.petrov@example.com,2026-10-04,"$4,195.15"
276547,Clara Sato,clara.sato@example.com,2026-12-28,"$2,061.03"
472793,Diego Iyer,diego.iyer@example.com,2026-01-03,"$8,589.06"
174712,Kenji Silva,kenji.silva@example.com,2026-04-24,"$5,385.67"
0609482,Zara Tanaka,zara.tanaka@example.com,2026-02-11,"$5,353.06"
201595,Priya McAllister,priya.mcallister@example.com,2026-08-22,$620.54
391300,Priya Tanaka,priya.tanaka@example.com,2026-02-18,"$3,862.03"
773369,"Petrov, Nadia",nadia.petrov@example.com,2026-11-05,"(9,895.82)"
404801,Leila Petrov,leila.petrov@example.com,2026-06-22,"$9,063.16"
611779,Priya Petrov,priya.petrov@example.com,2026-05-27,"$4,980.47"
549495,Omar Moreau,omar.moreau@example.com,2026-03-03,"$6,416.29"
167767,Amara Rossi,amara.rossi@example.com,2026-05-19,"$6,685.70"
124835,Zara Johansson,zara.johansson@example.com,2026-09-12,"$5,023.83"
0339813,"Moreau, Yuki",yuki.moreau@example.com,2026-03-20,"$8,397.39"
83403,Kenji Iyer,kenji.iyer@example.com,2026-06-19,"$2,211.38"
216382,Pavel Rossi,pavel.rossi@example.com,2026-12-04,"$6,719.30"
891337,Omar Berg,omar.berg@example.com,2026-08-24,"$5,498.84"
800042,Ravi Silva,ravi.silva@example.com,2026-04-20,"$9,360.60"
541032,Elias Okafor,elias.okafor@example.com,2026-07-05,"$2,466.25"
16253,Nadia Stone,,2026-10-24,"$2,126.64"
848125,Kenji Khan,kenji.khan@example.com,2026-03-05,"$3,662.80"
429194,"Novak, Pavel",pavel.novak@example.com,2026-09-27,"$5,927.85"
711276,Maya Nair,maya.nair@example.com,2026-07-13,"(1,014.22)"
847806,Ingrid Sato,ingrid.sato@example.com,2026-08-17,"$3,167.17"
