ID,Name,Email,Date,Total
741196,"Weber, Amara",amara.weber@example.com,2026-09-07,"$5,394.47"
140964,Jonas Weber,jonas.weber@example.com,2026-08-23,"(9,649.66)"
511057,Elias Sato,elias.sato@example.com,2026-09-03,$698.28
731374,"Lindqvist, Clara",clara.lindqvist@example.com,2026-02-27,"$6,291.83"
78261,Leila Haddad,,2026-12-05,"$8,805.59"
619354,Yuki Lindqvist,yuki.lindqvist@example.com,2026-06-27,"$4,565.17"
705112,"Tanaka, Ingrid",ingrid.tanaka@example.com,2026-08-21,$423.54
744701,Ravi Silva,ravi.silva@example.com,2026-11-04,"$8,173.69"
0336790,"Berg, Jonas",jonas.berg@example.com,2026-02-01,"(1,703.12)"
389268,Mei Torres,mei.torres@example.com,2026-09-13,"$8,937.77"
0127408,Omar Khan,,2026-03-25,"$9,626.38"
707834,Jonas Rossi,jonas.rossi@example.com,2026-03-22,"$3,682.83"
0182123,Mei Sato,mei.sato@example.com,2026-07-09,"(1,378.65)"
344233,Hugo Sato,hugo.sato@example.com,2026-09-09,$764.58
492902,"Lindqvist, Sofia",sofia.lindqvist@example.com,2026-07-09,"$6,933.67"
364120,Felix Weber,felix.weber@example.com,2026-09-28,"$8,815.66"
493307,Ingrid Novak,,2026-10-19,"$2,456.48"
844228,Felix Rossi,felix.rossi@example.com,2026-04-19,"$7,759.99"
0197027,Zara Torres,,2026-06-08,"$3,637.61"
527507,"Chen, Rosa",rosa.chen@example.com,2026-12-28,"$4,473.24"
101506,Priya Tanaka,priya.tanaka@example.com,2026-07-01,"(6,536.19)"
617602,Priya Weber,priya.weber@example.com,2026-03-23,$237.93
523532,Ravi Tanaka,ravi.tanaka@example.com,2026-07-16,"$2,493.05"
529837,Pavel Weber,pavel.weber@example.com,2026-04-20,"$8,170.41"
481190,Mei Alvarez,mei.alvarez@example.com,2026-02-08,"$3,166.39"
568541,Leila Moreau,leila.moreau@example.com,2026-04-04,"$8,395.15"
569677,Tomas Rossi,tomas.rossi@example.com,2026-02-28,"$7,505.51"
642883,Zara Costa,zara.costa@example.com,2026-09-14,"$5,563.34"
642892,Felix Petrov,,2026-10-11,"$6,262.62"
0557275,Felix Okafor,felix.okafor@example.com,2026-12-16,$80.07
179207,"Khan, Marco",marco.khan@example.com,2026-07-04,"$9,172.39"
85366,Priya Diallo,priya.diallo@example.com,2026-06-12,"$9,170.99"
0853219,"Fontaine, Ravi",ravi.fontaine@example.com,2026-06-03,"$2,340.16"
482145,Kenji Novak,kenji.novak@example.com,2026-10-14,"$3,500.91"
330781,"Diallo, Diego",diego.diallo@example.com,2026-10-06,"$5,168.84"
104825,Omar Alvarez,omar.alvarez@example.com,2026-07-08,"$1,466.88"
823351,Anna Alvarez,anna.alvarez@example.com,2026-09-10,"$8,505.81"
306680,Felix Alvarez,felix.alvarez@example.com,2026-05-03,"$8,231.78"
423756,Diego Moreau,diego.moreau@example.com,2026-07-16,"$6,732.09"
484355,Nadia Sato,nadia.sato@example.com,2026-07-04,"$1,133.60"
625231,"Costa, Pavel",pavel.costa@example.com,2026-10-14,"$7,453.82"
794425,Leila Lindqvist,leila.lindqvist@example.com,2026-04-26,"$6,452.11"
186507,Hugo Khan,hugo.khan@example.com,2026-11-12,$769.78
592687,"Sato, Ingrid",ingrid.sato@example.com,2026-02-12,"$9,026.12"
263898,"Novak, Sofia",sofia.novak@example.com,2026-08-04,"$1,629.32"
380610,Pavel Nair,pavel.nair@example.com,2026-09-24,"$6,561.76"
33513,Rosa Haddad,rosa.haddad@example.com,2026-03-16,"(6,923.16)"
0314939,Marco Nair,marco.nair@example.com,2026-05-11,"$5,796.53"
850094,Rosa Petrov,rosa.petrov@example.com,2026-08-19,"$3,888.28"
0626073,Elias Iyer,,2026-04-22,"$5,010.17"
173059,Priya Silva,,2026-07-23,"$9,103.97"
0591516,Marco Haddad,marco.haddad@example.com,2026-10-17,"$2,579.20"
827993,Sofia Costa,sofia.costa@example.com,2026-05-24,"$4,955.35"
744120,Jonas Stone,jonas.stone@example.com,2026-02-23,"$9,042.52"
0364065,Jonas Weber,jonas.weber@example.com,2026-09-16,"$1,768.64"
760411,"Weber, Sofia",sofia.weber@example.com,2026-02-18,"(8,002.32)"
549360,Nadia Stone,nadia.stone@example.com,2026-10-14,"$5,093.92"
0494462,Zara Fontaine,zara.fontaine@example.com,2026-08-26,"$4,076.57"
128905,"Sato, Priya",,2026-01-09,"$9,997.13"
727366,Priya Johansson,priya.johansson@example.com,2026-02-22,"$9,369.71"
189636,Anna Sato,anna.sato@example.com,2026-04-27,"$4,399.73"
299594,Diego Torres,diego.torres@example.com,2026-11-20,"(1,057.73)"
813183,Anna Iyer,anna.iyer@example.com,2026-06-08,$290.71
442437,"Costa, Nadia",nadia.costa@example.com,2026-02-13,"$1,030.92"
605726,"Stone, Nadia",nadia.stone@example.com,2026-10-17,"$5,360.19"
186530,Zara Stone,zara.stone@example.com,2026-11-18,"$1,074.92"
868932,Tomas Berg,tomas.berg@example.com,2026-07-02,"$7,292.61"
778398,Nadia Nair,nadia.nair@example.com,2026-06-15,"$8,376.27"
767346,Nadia Silva,nadia.silva@example.com,2026-04-02,(20.87)
0640545,Priya Sato,priya.sato@example.com,2026-06-25,"$8,233.13"
422840,"Novak, Amara",amara.novak@example.com,2026-11-10,"$8,685.71"
0536830,Nadia Berg,nadia.berg@example.com,2026-12-04,"$1,907.43"
675240,Yuki Tanaka,yuki.tanaka@example.com,2026-07-08,"$4,906.17"
