ID,Name,Email,Date,Total
353036,"McAllister, Zara",zara.mcallister@example.com,2026-07-09,"$4,885.80"
801493,Leila McAllister,leila.mcallister@example.com,2026-03-26,"$7,054.78"
178473,"Stone, Sofia",sofia.stone@example.com,2026-09-04,"$6,263.65"
199238,Marco Nair,marco.nair@example.com,2026-09-11,(732.60)
0217821,Ravi Rossi,ravi.rossi@example.com,2026-10-18,"$7,432.70"
0628408,"Johansson, Amara",amara.johansson@example.com,2026-02-22,"$4,096.99"
753317,Sofia Silva,sofia.silva@example.com,2026-08-05,"$1,045.06"
82335,Yuki Rossi,yuki.rossi@example.com,2026-12-07,"$1,285.86"
308984,Omar Novak,omar.novak@example.com,2026-05-19,"$6,198.92"
493391,Mei Haddad,mei.haddad@example.com,2026-02-23,"$6,943.99"
495126,Omar Silva,omar.silva@example.com,2026-09-17,"$2,046.17"
621407,Diego Lindqvist,diego.lindqvist@example.com,2026-10-16,$593.13
710985,Maya Stone,maya.stone@example.com,2026-12-16,"$4,813.59"
215305,Hugo Diallo,hugo.diallo@example.com,2026-05-08,"$4,870.24"
21126,Clara Nair,clara.nair@example.com,2026-04-06,"$5,782.60"
0381695,Mei Weber,mei.weber@example.com,2026-10-24,"$9,379.43"
0584689,Diego Chen,diego.chen@example.com,2026-03-10,"$5,186.36"
877467,Priya Nair,priya.nair@example.com,2026-03-17,"$6,155.59"
891068,Marco Torres,,2026-06-08,"$9,074.03"
237638,Elias Torres,,2026-06-18,"$1,672.22"
124472,Elias McAllister,elias.mcallister@example.com,2026-11-07,"$5,518.40"
736048,Sofia Moreau,sofia.moreau@example.com,2026-12-14,"$5,199.25"
863551,Kenji Moreau,kenji.moreau@example.com,2026-03-16,"$8,836.99"
895010,Priya Lindqvist,priya.lindqvist@example.com,2026-05-19,"$4,455.36"
702018,Pavel Fontaine,pavel.fontaine@example.com,2026-01-25,"$4,879.63"
0636989,Pavel Stone,pavel.stone@example.com,2026-02-03,"$1,737.88"
815410,Omar McAllister,omar.mcallister@example.com,2026-07-13,"$2,409.68"
0366965,"Chen, Clara",clara.chen@example.com,2026-08-04,"$2,692.51"
43984,"Moreau, Rosa",rosa.moreau@example.com,2026-07-28,"$1,246.87"
344213,Felix Haddad,felix.haddad@example.com,2026-03-13,"$6,451.94"
610132,Priya Lindqvist,priya.lindqvist@example.com,2026-04-05,"$2,368.24"
221842,Hugo Chen,,2026-07-24,"$7,820.27"
293496,"Khan, Felix",felix.khan@example.com,2026-08-13,"$1,631.10"
817579,Ravi Rossi,ravi.rossi@example.com,2026-11-14,"$9,470.51"
423778,Zara Silva,zara.silva@example.com,2026-02-09,"$1,237.58"
388634,Anna McAllister,anna.mcallister@example.com,2026-06-09,"$3,672.37"
747747,Jonas Tanaka,jonas.tanaka@example.com,2026-08-11,"$8,849.15"
20775,Diego Alvarez,diego.alvarez@example.com,2026-01-09,"$3,798.09"
422291,Felix Petrov,felix.petrov@example.com,2026-05-13,"$9,397.76"
133810,Marco Haddad,,2026-06-26,"$9,754.40"
478670,Nadia Sato,,2026-10-15,$943.79
630149,Rosa Stone,rosa.stone@example.com,2026-12-06,"$4,883.72"
0846384,Zara Alvarez,,2026-09-18,"(9,496.80)"
479890,"Petrov, Yuki",yuki.petrov@example.com,2026-02-06,"$8,415.50"
720240,Clara Johansson,clara.johansson@example.com,2026-01-17,"$6,217.59"
11587,Zara Moreau,zara.moreau@example.com,2026-04-14,"$2,121.90"
