cust_id,client,contact,when,value
173864,Sofia Johansson,,"May 21, 2026","7463,19"
622322,Leila Tanaka,leila.tanaka@example.com,18.04.2026,"7513,32"
392198,Kenji Nair,kenji.nair@example.com,"Feb 16, 2026","6990,78"
334347,Pavel McAllister,pavel.mcallister@example.com,26.12.2026,"593,27"
0271625,Tomas McAllister,tomas.mcallister@example.com,17.11.2026,"1690,40"
89257,Felix Moreau,felix.moreau@example.com,21.01.2026,"6738,14"
348828,Jonas Stone,jonas.stone@example.com,06.10.2026,"3954,00"
466805,Tomas Iyer,tomas.iyer@example.com,18.10.2026,"9088,95"
0088951,Yuki Novak,yuki.novak@example.com,"Jun 22, 2026","8346,64"
578222,"Moreau, Rosa",rosa.moreau@example.com,11.02.2026,"8311,88"
0887518,Tomas Silva,tomas.silva@example.com,19.02.2026,"4166,06"
298352,Diego Johansson,diego.johansson@example.com,17.12.2026,"6226,38"
523045,"Alvarez, Ravi",,"May 7, 2026","7716,30"
638757,Jonas Fontaine,jonas.fontaine@example.com,25.04.2026,"8317,36"
325518,Ingrid Silva,ingrid.silva@example.com,"Nov 17, 2026","8938,80"
670118,Leila McAllister,leila.mcallister@example.com,"Dec 8, 2026","3927,08"
0744477,Nadia Stone,nadia.stone@example.com,"Nov 1, 2026","864,29"
738112,Maya Haddad,maya.haddad@example.com,"Jun 23, 2026","2322,86"
425028,Diego Alvarez,diego.alvarez@example.com,07.07.2026,"7380,62"
630077,Rosa Sato,rosa.sato@example.com,05.02.2026,"3588,79"
276238,Ravi Alvarez,ravi.alvarez@example.com,"Feb 22, 2026","2280,30"
0789580,Diego Iyer,diego.iyer@example.com,"May 28, 2026","3794,42"
228370,Leila Nair,leila.nair@example.com,09.08.2026,"7678,44"
819832,Marco Haddad,marco.haddad@example.com,23.08.2026,"82,03"
567025,Amara Lindqvist,amara.lindqvist@example.com,"Sep 20, 2026","1017,73"
0479845,Diego Lindqvist,diego.lindqvist@example.com,23.10.2026,"8665,90"
223266,Ingrid Diallo,ingrid.diallo@example.com,16.10.2026,"3786,62"
0238638,Ravi Okafor,ravi.okafor@example.com,"May 25, 2026","4864,41"
737151,Yuki Nair,yuki.nair@example.com,"May 10, 2026","5159,52"
542558,Kenji Diallo,kenji.diallo@example.com,"Jan 18, 2026","7716,24"
539158,"Silva, Ingrid",ingrid.silva@example.com,24.07.2026,"6106,56"
169357,Maya Moreau,maya.moreau@example.com,27.09.2026,"1711,99"
220524,Hugo Berg,,06.12.2026,"341,57"
216329,Elias Torres,elias.torres@example.com,11.07.2026,"9222,83"
327642,Ravi Weber,ravi.weber@example.com,15.04.2026,"3574,40"
264982,Jonas Tanaka,jonas.tanaka@example.com,"Jul 2, 2026","8425,52"
352255,Amara Petrov,amara.petrov@example.com,16.11.2026,"9307,52"
195267,Zara Sato,zara.sato@example.com,25.03.2026,"8044,69"
895876,Ravi Iyer,,"Nov 7, 2026","3915,90"
329930,Anna McAllister,anna.mcallister@example.com,17.11.2026,"7728,57"
252784,Ravi Petrov,ravi.petrov@example.com,"Oct 11, 2026","5723,07"
296497,Elias Costa,elias.costa@example.com,"Dec 1, 2026","3242,20"
0372216,Omar Weber,omar.weber@example.com,24.08.2026,"5929,44"
0173362,Kenji Novak,kenji.novak@example.com,19.08.2026,"5780,23"
110686,Ravi Diallo,ravi.diallo@example.com,"Feb 21, 2026","7241,71"
571588,Marco Okafor,marco.okafor@example.com,04.01.2026,"7238,81"
109449,Diego Haddad,diego.haddad@example.com,"Aug 7, 2026","8301,65"
0204829,Zara Iyer,zara.iyer@example.com,"Dec 21, 2026","2386,40"
562602,"Silva, Marco",marco.silva@example.com,"Nov 18, 2026","1101,07"
607773,Felix Costa,felix.costa@example.com,"Jun 9, 2026","240,89"
864835,Ingrid McAllister,ingrid.mcallister@example.com,01.07.2026,"6024,64"
861701,Mei McAllister,mei.mcallister@example.com,16.01.2026,"920,59"
64204,Pavel Costa,pavel.costa@example.com,"Nov 24, 2026","1072,50"
554327,Felix Novak,felix.novak@example.com,"Sep 15, 2026","5987,40"
754240,Tomas Iyer,tomas.iyer@example.com,"Dec 12, 2026","4175,68"
0266962,Maya Johansson,maya.johansson@example.com,25.09.2026,"8249,16"
0658212,Mei Tanaka,mei.tanaka@example.com,03.11.2026,"3271,77"
519846,Elias Alvarez,elias.alvarez@example.com,"Dec 12, 2026","6014,17"
0740325,Kenji McAllister,kenji.mcallister@example.com,02.04.2026,"306,94"
576952,"Johansson, Marco",marco.johansson@example.com,"May 23, 2026","6160,26"
874644,"Costa, Diego",diego.costa@example.com,02.02.2026,"2818,80"
678432,"Diallo, Leila",leila.diallo@example.com,"Nov 15, 2026","8752,64"
325952,Nadia Diallo,nadia.diallo@example.com,12.10.2026,"3572,24"
398356,"Fontaine, Hugo",hugo.fontaine@example.com,27.07.2026,"8392,29"
532828,Sofia Weber,sofia.weber@example.com,"Feb 18, 2026","1445,95"
418873,Diego Lindqvist,,23.10.2026,"9761,37"
104466,Nadia Khan,nadia.khan@example.com,"Oct 17, 2026","5209,53"
506888,Mei Moreau,mei.moreau@example.com,"Nov 7, 2026","6840,10"
299089,Nadia Tanaka,nadia.tanaka@example.com,"Feb 16, 2026","9499,54"
0353275,Yuki McAllister,yuki.mcallister@example.com,"May 13, 2026","9536,62"
487995,Felix Stone,felix.stone@example.com,"Mar 9, 2026","4810,21"
393674,Diego Stone,diego.stone@example.com,"Apr 15, 2026","4359,26"
453232,"Lindqvist, Nadia",,"Sep 26, 2026","5495,69"
36584,Sofia Khan,sofia.khan@example.com,"Oct 20, 2026","9928,42"
808222,Diego Costa,,07.06.2026,"5863,31"
531837,Anna Okafor,anna.okafor@example.com,09.07.2026,"4456,52"
497151,Sofia Moreau,sofia.moreau@example.com,"Feb 8, 2026","7750,53"
878110,Marco Stone,marco.stone@example.com,01.01.2026,"5866,90"
27514,Anna Weber,anna.weber@example.com,"Jan 5, 2026","9178,53"
652814,Elias Alvarez,elias.alvarez@example.com,"Oct 26, 2026","7458,13"
164083,Zara Okafor,zara.okafor@example.com,28.10.2026,"7973,34"
673097,Elias Rossi,elias.rossi@example.com,22.02.2026,"4440,00"
76446,Clara Petrov,clara.petrov@example.com,"May 7, 2026","2765,13"
840661,"Nair, Priya",priya.nair@example.com,09.05.2026,"3579,52"
0011738,"Torres, Amara",amara.torres@example.com,"Nov 7, 2026","5858,11"
379776,Priya Costa,priya.costa@example.com,"Dec 8, 2026","148,14"
678924,Maya Stone,maya.stone@example.com,"Apr 4, 2026","8142,13"
763803,Marco Okafor,marco.okafor@example.com,"Sep 8, 2026","3628,58"
0325718,Nadia Moreau,nadia.moreau@example.com,26.02.2026,"7523,38"
703505,Maya Diallo,maya.diallo@example.com,"Jul 21, 2026","5497,65"
384405,Ingrid Haddad,ingrid.haddad@example.com,"Jun 18, 2026","2176,73"
