ID,Name,Email,Date,Total
802700,"Tanaka, Kenji",kenji.tanaka@example.com,2026-03-20,"$3,696.02"
747873,Nadia Novak,nadia.novak@example.com,2026-04-19,"$6,028.71"
0847257,Anna Iyer,anna.iyer@example.com,2026-02-28,"$8,318.30"
870272,Kenji Novak,kenji.novak@example.com,2026-02-20,"$2,497.22"
570597,Mei Chen,mei.chen@example.com,2026-11-08,"$3,953.06"
677310,Ingrid Moreau,ingrid.moreau@example.com,2026-08-13,$94.20
0393921,Maya Johansson,maya.johansson@example.com,2026-09-28,"$8,777.24"
440881,Zara Johansson,zara.johansson@example.com,2026-06-16,"$7,338.74"
124374,"Novak, Nadia",nadia.novak@example.com,2026-12-18,"$1,876.94"
302850,"Khan, Hugo",hugo.khan@example.com,2026-04-10,"$7,011.85"
313604,Felix Chen,felix.chen@example.com,2026-04-11,$879.00
0870693,Mei Okafor,mei.okafor@example.com,2026-01-07,$905.03
762175,Elias Sato,elias.sato@example.com,2026-08-25,"$3,242.41"
421119,Mei Novak,mei.novak@example.com,2026-07-05,"$5,054.70"
694648,Clara Weber,clara.weber@example.com,2026-05-11,$551.09
688767,Ingrid Berg,ingrid.berg@example.com,2026-10-06,"$3,586.68"
531710,"Haddad, Omar",omar.haddad@example.com,2026-09-13,"(9,408.94)"
339240,Anna Stone,anna.stone@example.com,2026-06-01,$384.02
144981,Marco Berg,marco.berg@example.com,2026-05-04,"$4,459.75"
0522397,Kenji Lindqvist,kenji.lindqvist@example.com,2026-05-20,"$5,879.25"
477922,Tomas Berg,tomas.berg@example.com,2026-02-16,$221.33
77134,"Silva, Diego",diego.silva@example.com,2026-10-11,"$1,682.85"
0300495,Tomas Weber,tomas.weber@example.com,2026-11-05,"$2,900.98"
485201,Leila Iyer,leila.iyer@example.com,2026-09-14,"(9,664.04)"
617189,Leila Fontaine,leila.fontaine@example.com,2026-12-22,"$7,096.29"
313203,Omar Novak,omar.novak@example.com,2026-09-01,"$6,377.82"
743852,Hugo Chen,hugo.chen@example.com,2026-04-04,"$3,174.22"
570997,"Sato, Diego",diego.sato@example.com,2026-06-08,$271.90
486770,Omar Iyer,omar.iyer@example.com,2026-07-27,"$5,486.08"
0874974,Elias Torres,elias.torres@example.com,2026-11-20,$354.73
648069,Elias Weber,elias.weber@example.com,2026-02-03,"$6,389.62"
0195221,Leila Fontaine,leila.fontaine@example.com,2026-01-11,$11.60
0584105,Tomas Haddad,tomas.haddad@example.com,2026-09-23,"$9,800.43"
560182,Mei Sato,mei.sato@example.com,2026-11-19,"$8,593.02"
0459981,Jonas Lindqvist,jonas.lindqvist@example.com,2026-02-24,"$7,629.17"
83408,Ingrid Costa,ingrid.costa@example.com,2026-12-09,"$5,150.41"
348047,Pavel Nair,pavel.nair@example.com,2026-03-18,$243.10
214313,Pavel Stone,pavel.stone@example.com,2026-09-19,"$9,791.60"
575578,Marco Silva,marco.silva@example.com,2026-03-24,"$3,286.72"
0340465,Ravi Fontaine,ravi.fontaine@example.com,2026-07-14,"$7,046.82"
201832,Diego Haddad,diego.haddad@example.com,2026-10-10,"$6,232.41"
