cust_id,client,contact,when,value
337064,Amara Khan,amara.khan@example.com,13.11.2026,"8685,90"
239287,Anna Weber,anna.weber@example.com,"Jun 14, 2026","103,21"
238721,"Weber, Clara",clara.weber@example.com,10.11.2026,"3340,88"
373814,Clara Petrov,clara.petrov@example.com,01.02.2026,"672,19"
594125,Mei Alvarez,mei.alvarez@example.com,02.09.2026,"2098,30"
125519,Zara Haddad,zara.haddad@example.com,11.05.2026,"7447,91"
698780,Zara Johansson,zara.johansson@example.com,"Jun 2, 2026","7432,33"
264990,Maya Haddad,maya.haddad@example.com,14.11.2026,"1378,41"
600308,Maya Novak,,"Oct 6, 2026","9807,67"
521494,Maya Silva,maya.silva@example.com,05.09.2026,"728,21"
527105,"Tanaka, Marco",marco.tanaka@example.com,"Dec 13, 2026","2235,97"
143254,Felix Weber,felix.weber@example.com,"Aug 6, 2026","1644,00"
597925,"Silva, Jonas",jonas.silva@example.com,25.05.2026,"1582,42"
522815,Priya Stone,priya.stone@example.com,17.09.2026,"4680,67"
795954,Nadia Lindqvist,nadia.lindqvist@example.com,"Mar 26, 2026","566,91"
452458,Mei Silva,mei.silva@example.com,26.03.2026,"3795,58"
532669,Ravi Costa,ravi.costa@example.com,26.07.2026,"1592,31"
794624,"Khan, Sofia",sofia.khan@example.com,"May 5, 2026","2426,94"
594547,Nadia Alvarez,nadia.alvarez@example.com,"Oct 10, 2026","218,82"
797687,Nadia Weber,nadia.weber@example.com,"Nov 20, 2026","1849,70"
0150120,"Sato, Felix",felix.sato@example.com,"Apr 18, 2026","1145,12"
210995,Amara Iyer,amara.iyer@example.com,"Dec 15, 2026","2863,27"
653637,Nadia Johansson,nadia.johansson@example.com,"Dec 5, 2026","219,41"
507026,Omar Stone,omar.stone@example.com,19.04.2026,"9685,41"
446610,Rosa Weber,rosa.weber@example.com,27.02.2026,"2190,99"
0484820,Amara Tanaka,amara.tanaka@example.com,25.11.2026,"6935,25"
661220,Jonas Iyer,jonas.iyer@example.com,"Nov 19, 2026","4660,45"
0491053,Pavel Rossi,pavel.rossi@example.com,"Mar 25, 2026","7024,75"
300622,"Novak, Sofia",sofia.novak@example.com,08.02.2026,"5641,65"
747096,Tomas Nair,tomas.nair@example.com,07.07.2026,"3815,49"
98819,Hugo Rossi,hugo.rossi@example.com,"Jul 14, 2026","6892,35"
68583,Kenji Fontaine,kenji.fontaine@example.com,26.04.2026,"2665,64"
768187,Elias Silva,elias.silva@example.com,"Dec 22, 2026","2753,27"
0336224,Yuki Sato,yuki.sato@example.com,"Jul 18, 2026","3530,09"
0397188,Kenji Moreau,kenji.moreau@example.com,12.09.2026,"9001,91"
388383,Pavel Torres,pavel.torres@example.com,"Jul 5, 2026","7434,30"
736359,Elias McAllister,elias.mcallister@example.com,23.04.2026,"9315,02"
793607,Zara Costa,zara.costa@example.com,"Sep 24, 2026","3168,12"
626863,Clara Alvarez,clara.alvarez@example.com,10.07.2026,"8199,87"
251042,Nadia Moreau,nadia.moreau@example.com,"May 21, 2026","3456,55"
644005,"Rossi, Sofia",sofia.rossi@example.com,08.09.2026,"8317,75"
430238,Felix Johansson,felix.johansson@example.com,04.11.2026,"7785,30"
801183,Marco Chen,marco.chen@example.com,"Aug 5, 2026","1599,64"
699990,"Silva, Elias",elias.silva@example.com,"Feb 13, 2026","5083,22"
837719,Diego Petrov,diego.petrov@example.com,"Oct 5, 2026","4399,38"
0122770,Anna Fontaine,anna.fontaine@example.com,22.10.2026,"9977,14"
0171452,Tomas Fontaine,tomas.fontaine@example.com,21.09.2026,"4712,07"
24216,"Torres, Kenji",kenji.torres@example.com,"Mar 27, 2026","5725,35"
597500,Diego Diallo,diego.diallo@example.com,17.03.2026,"4571,54"
538708,Ravi McAllister,ravi.mcallister@example.com,06.05.2026,"8895,35"
501660,Zara Nair,zara.nair@example.com,"Sep 5, 2026","2578,60"
668066,Clara Berg,clara.berg@example.com,"Nov 3, 2026","8962,44"
0888167,"Stone, Mei",mei.stone@example.com,"Dec 1, 2026","5135,56"
0770858,Ravi Haddad,ravi.haddad@example.com,19.05.2026,"6654,79"
223567,Pavel Nair,pavel.nair@example.com,"Oct 18, 2026","3655,60"
426988,Rosa Nair,rosa.nair@example.com,23.02.2026,"7974,60"
709166,Sofia Khan,sofia.khan@example.com,22.07.2026,"5241,48"
0396643,Jonas Tanaka,jonas.tanaka@example.com,10.12.2026,"1335,54"
157166,Ingrid McAllister,ingrid.mcallister@example.com,26.04.2026,"8513,62"
842357,Amara Petrov,amara.petrov@example.com,"Jul 26, 2026","2521,19"
526964,Kenji Novak,kenji.novak@example.com,"Mar 8, 2026","7658,71"
277888,Rosa Costa,rosa.costa@example.com,"Jul 20, 2026","6429,43"
169682,Ravi Costa,,"Oct 10, 2026","3898,66"
0639226,Jonas Silva,jonas.silva@example.com,04.09.2026,"1769,88"
543577,Hugo Moreau,hugo.moreau@example.com,"Jan 9, 2026","1007,05"
767409,Elias Iyer,elias.iyer@example.com,19.07.2026,"8052,37"
359980,Hugo Silva,hugo.silva@example.com,06.12.2026,"9765,60"
0873228,Ingrid Tanaka,ingrid.tanaka@example.com,"Aug 21, 2026","5927,69"
0090670,Tomas Johansson,tomas.johansson@example.com,"Jun 6, 2026","319,12"
163893,Kenji Nair,kenji.nair@example.com,"Apr 1, 2026","6814,00"
0184097,Mei Nair,mei.nair@example.com,"Dec 27, 2026","7424,08"
41997,Elias Chen,elias.chen@example.com,"Jan 15, 2026","6096,61"
764582,"Costa, Maya",maya.costa@example.com,07.10.2026,"2226,30"
439199,Tomas Alvarez,tomas.alvarez@example.com,"Aug 16, 2026","2805,02"
0250170,Hugo Chen,hugo.chen@example.com,19.02.2026,"1073,95"
96421,Hugo Okafor,hugo.okafor@example.com,"Mar 21, 2026","6090,49"
634725,Maya Fontaine,maya.fontaine@example.com,05.11.2026,"7263,94"
0706697,Priya Stone,priya.stone@example.com,"Jan 1, 2026","1436,20"
301637,Pavel Stone,pavel.stone@example.com,"Sep 16, 2026","6745,85"
131081,Amara Chen,,"Feb 21, 2026","5689,39"
819388,Tomas Lindqvist,tomas.lindqvist@example.com,"Sep 10, 2026","1556,13"
802234,"Sato, Amara",amara.sato@example.com,10.05.2026,"7481,74"
845869,Omar Alvarez,omar.alvarez@example.com,18.11.2026,"5076,02"
744625,Pavel Fontaine,pavel.fontaine@example.com,18.01.2026,"529,34"
0784843,Amara Silva,,01.01.2026,"3258,81"
