id,customer_name,email,date,amount
190885,Marco Khan,marco.khan@example.com,04/26/2026,6884.72
756474,"Chen, Maya",maya.chen@example.com,11/01/2026,5408.56
197479,Sofia Johansson,sofia.johansson@example.com,01/03/2026,985.19
25350,"Sato, Yuki",yuki.sato@example.com,02/17/2026,9547.24
107386,"McAllister, Yuki",yuki.mcallister@example.com,11/07/2026,8654.53
744610,Yuki Iyer,yuki.iyer@example.com,04/05/2026,2912.41
0174812,Amara Alvarez,amara.alvarez@example.com,07/12/2026,6495.68
391998,Sofia Weber,sofia.weber@example.com,11/02/2026,9415.4
0695081,Sofia Chen,sofia.chen@example.com,02/26/2026,4715.72
623602,Nadia Iyer,nadia.iyer@example.com,11/09/2026,7065.56
790143,"Alvarez, Nadia",nadia.alvarez@example.com,08/06/2026,3700.45
553732,Jonas Tanaka,jonas.tanaka@example.com,08/26/2026,3236.79
299660,Tomas Tanaka,tomas.tanaka@example.com,03/26/2026,2908.11
831247,"Novak, Marco",marco.novak@example.com,11/26/2026,61.89
45732,Diego Johansson,diego.johansson@example.com,11/01/2026,2276.11
26845,Clara Moreau,clara.moreau@example.com,03/20/2026,1890.41
262243,Elias Berg,,01/11/2026,8828.21
534253,Leila Iyer,leila.iyer@example.com,05/05/2026,8724.99
139282,Yuki Stone,yuki.stone@example.com,02/04/2026,3488.45
257419,Omar Berg,omar.berg@example.com,02/20/2026,4080.83
811537,Marco Sato,marco.sato@example.com,05/08/2026,1356.89
523163,Marco Khan,marco.khan@example.com,12/22/2026,4742.33
488723,Zara Okafor,zara.okafor@example.com,10/06/2026,4645.98
651674,Felix Diallo,felix.diallo@example.com,06/12/2026,8282.26
836337,Pavel Tanaka,pavel.tanaka@example.com,01/19/2026,2604.94
137676,Rosa Iyer,rosa.iyer@example.com,05/24/2026,657.59
254483,Leila Sato,leila.sato@example.com,11/10/2026,5943.98
654499,Pavel Iyer,pavel.iyer@example.com,01/05/2026,4999.28
773243,Leila Iyer,leila.iyer@example.com,09/04/2026,1985.9
741826,Amara Alvarez,amara.alvarez@example.com,11/22/2026,9344.21
